avg_byte,var_byte,protocol,pack_exc,byte_exc,pack_push,percent_push,src_port,dst_port,std_byte,class
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2115,3.77123616633,BOT
42,12,TCP,8,336,0,0,2116,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2116,3.77123616633,BOT
42,12,TCP,8,336,0,0,2117,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2117,3.77123616633,BOT
42,12,TCP,8,336,0,0,2118,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2118,3.77123616633,BOT
42,12,TCP,8,336,0,0,2119,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2119,3.77123616633,BOT
42,12,TCP,8,336,0,0,2120,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2120,3.77123616633,BOT
42,12,TCP,8,336,0,0,2121,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2121,3.77123616633,BOT
42,12,TCP,8,336,0,0,2122,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2122,3.77123616633,BOT
42,12,TCP,8,336,0,0,1942,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1942,3.77123616633,BOT
48,0,TCP,6,288,0,0,1924,80,0,BOT
42,12,TCP,8,336,0,0,2123,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2123,3.77123616633,BOT
42,12,TCP,8,336,0,0,2124,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2124,3.77123616633,BOT
42,12,TCP,8,336,0,0,2125,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2125,3.77123616633,BOT
42,12,TCP,8,336,0,0,2126,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2126,3.77123616633,BOT
42,12,TCP,8,336,0,0,2127,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2127,3.77123616633,BOT
42,12,TCP,8,336,0,0,2128,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2128,3.77123616633,BOT
42,12,TCP,8,336,0,0,2129,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2129,3.77123616633,BOT
42,12,TCP,8,336,0,0,2130,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2130,3.77123616633,BOT
42,12,TCP,8,336,0,0,2131,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2131,3.77123616633,BOT
42,12,TCP,8,336,0,0,2132,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2132,3.77123616633,BOT
42,12,TCP,8,336,0,0,1943,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1943,3.77123616633,BOT
42,12,TCP,8,336,0,0,2133,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2133,3.77123616633,BOT
42,12,TCP,8,336,0,0,2134,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2134,3.77123616633,BOT
42,12,TCP,8,336,0,0,2135,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2135,3.77123616633,BOT
42,12,TCP,8,336,0,0,2136,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2136,3.77123616633,BOT
42,12,TCP,8,336,0,0,2137,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2137,3.77123616633,BOT
42,12,TCP,8,336,0,0,2138,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2138,3.77123616633,BOT
42,12,TCP,8,336,0,0,2139,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2139,3.77123616633,BOT
42,12,TCP,8,336,0,0,2140,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2140,3.77123616633,BOT
42,12,TCP,8,336,0,0,2141,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2141,3.77123616633,BOT
42,12,TCP,8,336,0,0,2142,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2142,3.77123616633,BOT
42,12,TCP,8,336,0,0,1944,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1944,3.77123616633,BOT
42,12,TCP,8,336,0,0,2143,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2143,3.77123616633,BOT
42,12,TCP,8,336,0,0,2144,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2144,3.77123616633,BOT
42,12,TCP,8,336,0,0,2145,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2145,3.77123616633,BOT
42,12,TCP,8,336,0,0,2146,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2146,3.77123616633,BOT
42,12,TCP,8,336,0,0,2147,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2147,3.77123616633,BOT
42,12,TCP,8,336,0,0,2148,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2148,3.77123616633,BOT
42,12,TCP,8,336,0,0,2149,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2149,3.77123616633,BOT
42,12,TCP,8,336,0,0,2150,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2150,3.77123616633,BOT
42,12,TCP,8,336,0,0,2151,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2151,3.77123616633,BOT
42,12,TCP,8,336,0,0,2152,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2152,3.77123616633,BOT
42,12,TCP,8,336,0,0,1945,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1945,3.77123616633,BOT
42,12,TCP,8,336,0,0,2153,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2153,3.77123616633,BOT
42,12,TCP,8,336,0,0,2154,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2154,3.77123616633,BOT
42,12,TCP,8,336,0,0,2155,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2155,3.77123616633,BOT
42,12,TCP,8,336,0,0,2156,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2156,3.77123616633,BOT
42,12,TCP,8,336,0,0,2157,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2157,3.77123616633,BOT
42,12,TCP,8,336,0,0,2158,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2158,3.77123616633,BOT
42,12,TCP,8,336,0,0,2159,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2159,3.77123616633,BOT
42,12,TCP,8,336,0,0,2160,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2160,3.77123616633,BOT
42,12,TCP,8,336,0,0,2161,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2161,3.77123616633,BOT
42,12,TCP,8,336,0,0,2162,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2162,3.77123616633,BOT
42,12,TCP,8,336,0,0,1946,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1946,3.77123616633,BOT
42,12,TCP,8,336,0,0,2163,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2163,3.77123616633,BOT
42,12,TCP,8,336,0,0,2164,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2164,3.77123616633,BOT
42,12,TCP,8,336,0,0,2165,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2165,3.77123616633,BOT
42,12,TCP,8,336,0,0,2166,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2166,3.77123616633,BOT
42,12,TCP,8,336,0,0,2167,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2167,3.77123616633,BOT
42,12,TCP,8,336,0,0,2168,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2168,3.77123616633,BOT
42,12,TCP,8,336,0,0,2169,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2169,3.77123616633,BOT
42,12,TCP,8,336,0,0,2170,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2170,3.77123616633,BOT
42,12,TCP,8,336,0,0,2171,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2171,3.77123616633,BOT
42,12,TCP,8,336,0,0,2172,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2172,3.77123616633,BOT
42,12,TCP,8,336,0,0,1947,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1947,3.77123616633,BOT
42,12,TCP,8,336,0,0,2173,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2173,3.77123616633,BOT
42,12,TCP,8,336,0,0,2174,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2174,3.77123616633,BOT
42,12,TCP,8,336,0,0,2175,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2175,3.77123616633,BOT
42,12,TCP,8,336,0,0,2176,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2176,3.77123616633,BOT
42,12,TCP,8,336,0,0,2177,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2177,3.77123616633,BOT
48,0,TCP,6,288,0,0,2178,80,0,BOT
42,12,TCP,8,336,0,0,1948,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1948,3.77123616633,BOT
42,12,TCP,8,336,0,0,1949,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1949,3.77123616633,BOT
42,12,TCP,8,336,0,0,1950,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1950,3.77123616633,BOT
42,12,TCP,8,336,0,0,1951,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1951,3.77123616633,BOT
42,12,TCP,8,336,0,0,1952,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1952,3.77123616633,BOT
48,0,TCP,6,288,0,0,1925,80,0,BOT
42,12,TCP,8,336,0,0,1953,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1953,3.77123616633,BOT
42,12,TCP,8,336,0,0,1954,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1954,3.77123616633,BOT
42,12,TCP,8,336,0,0,1955,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1955,3.77123616633,BOT
42,12,TCP,8,336,0,0,1956,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1956,3.77123616633,BOT
42,12,TCP,8,336,0,0,1957,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1957,3.77123616633,BOT
42,12,TCP,8,336,0,0,1958,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1958,3.77123616633,BOT
42,12,TCP,8,336,0,0,1959,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1959,3.77123616633,BOT
42,12,TCP,8,336,0,0,1960,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1960,3.77123616633,BOT
42,12,TCP,8,336,0,0,1961,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1961,3.77123616633,BOT
42,12,TCP,8,336,0,0,1962,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1962,3.77123616633,BOT
48,0,TCP,6,288,0,0,1926,80,0,BOT
42,12,TCP,8,336,0,0,1963,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1963,3.77123616633,BOT
42,12,TCP,8,336,0,0,1964,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1964,3.77123616633,BOT
42,12,TCP,8,336,0,0,1965,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1965,3.77123616633,BOT
42,12,TCP,8,336,0,0,1966,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1966,3.77123616633,BOT
42,12,TCP,8,336,0,0,1967,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1967,3.77123616633,BOT
42,12,TCP,8,336,0,0,1968,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1968,3.77123616633,BOT
42,12,TCP,8,336,0,0,1969,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1969,3.77123616633,BOT
42,12,TCP,8,336,0,0,1970,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1970,3.77123616633,BOT
42,12,TCP,8,336,0,0,1971,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1971,3.77123616633,BOT
42,12,TCP,8,336,0,0,1972,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1972,3.77123616633,BOT
48,0,TCP,6,288,0,0,1927,80,0,BOT
42,12,TCP,8,336,0,0,1973,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1973,3.77123616633,BOT
42,12,TCP,8,336,0,0,1974,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1974,3.77123616633,BOT
42,12,TCP,8,336,0,0,1975,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1975,3.77123616633,BOT
42,12,TCP,8,336,0,0,1976,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1976,3.77123616633,BOT
42,12,TCP,8,336,0,0,1977,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1977,3.77123616633,BOT
42,12,TCP,8,336,0,0,1978,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1978,3.77123616633,BOT
42,12,TCP,8,336,0,0,1979,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1979,3.77123616633,BOT
42,12,TCP,8,336,0,0,1980,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1980,3.77123616633,BOT
42,12,TCP,8,336,0,0,1981,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1981,3.77123616633,BOT
42,12,TCP,8,336,0,0,1982,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1982,3.77123616633,BOT
42,12,TCP,8,336,0,0,1928,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1928,3.77123616633,BOT
42,12,TCP,8,336,0,0,1983,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1983,3.77123616633,BOT
42,12,TCP,8,336,0,0,1984,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1984,3.77123616633,BOT
42,12,TCP,8,336,0,0,1985,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1985,3.77123616633,BOT
42,12,TCP,8,336,0,0,1986,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1986,3.77123616633,BOT
42,12,TCP,8,336,0,0,1987,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1987,3.77123616633,BOT
42,12,TCP,8,336,0,0,1988,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1988,3.77123616633,BOT
42,12,TCP,8,336,0,0,1989,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1989,3.77123616633,BOT
42,12,TCP,8,336,0,0,1990,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1990,3.77123616633,BOT
42,12,TCP,8,336,0,0,1991,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1991,3.77123616633,BOT
42,12,TCP,8,336,0,0,1992,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1992,3.77123616633,BOT
42,12,TCP,8,336,0,0,1929,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1929,3.77123616633,BOT
42,12,TCP,8,336,0,0,1993,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1993,3.77123616633,BOT
42,12,TCP,8,336,0,0,1994,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1994,3.77123616633,BOT
42,12,TCP,8,336,0,0,1995,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1995,3.77123616633,BOT
42,12,TCP,8,336,0,0,1996,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1996,3.77123616633,BOT
42,12,TCP,8,336,0,0,1997,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1997,3.77123616633,BOT
42,12,TCP,8,336,0,0,1998,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1998,3.77123616633,BOT
42,12,TCP,8,336,0,0,1999,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1999,3.77123616633,BOT
42,12,TCP,8,336,0,0,2000,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2000,3.77123616633,BOT
42,12,TCP,8,336,0,0,2001,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2001,3.77123616633,BOT
42,12,TCP,8,336,0,0,2002,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2002,3.77123616633,BOT
42,12,TCP,8,336,0,0,1930,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1930,3.77123616633,BOT
42,12,TCP,8,336,0,0,2003,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2003,3.77123616633,BOT
42,12,TCP,8,336,0,0,2004,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2004,3.77123616633,BOT
42,12,TCP,8,336,0,0,2005,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2005,3.77123616633,BOT
42,12,TCP,8,336,0,0,2006,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2006,3.77123616633,BOT
42,12,TCP,8,336,0,0,2007,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2007,3.77123616633,BOT
42,12,TCP,8,336,0,0,2008,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2008,3.77123616633,BOT
42,12,TCP,8,336,0,0,2009,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2009,3.77123616633,BOT
42,12,TCP,8,336,0,0,2010,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2010,3.77123616633,BOT
42,12,TCP,8,336,0,0,2011,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2011,3.77123616633,BOT
42,12,TCP,8,336,0,0,2012,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2012,3.77123616633,BOT
42,12,TCP,8,336,0,0,1931,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1931,3.77123616633,BOT
42,12,TCP,8,336,0,0,2013,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2013,3.77123616633,BOT
42,12,TCP,8,336,0,0,2014,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2014,3.77123616633,BOT
42,12,TCP,8,336,0,0,2015,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2015,3.77123616633,BOT
42,12,TCP,8,336,0,0,2016,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2016,3.77123616633,BOT
42,12,TCP,8,336,0,0,2017,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2017,3.77123616633,BOT
42,12,TCP,8,336,0,0,2018,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2018,3.77123616633,BOT
42,12,TCP,8,336,0,0,2019,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2019,3.77123616633,BOT
42,12,TCP,8,336,0,0,2020,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2020,3.77123616633,BOT
42,12,TCP,8,336,0,0,2021,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2021,3.77123616633,BOT
42,12,TCP,8,336,0,0,2022,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2022,3.77123616633,BOT
42,12,TCP,8,336,0,0,1932,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,1932,3.77123616633,BOT
48,0,TCP,6,288,0,0,2179,80,0,BOT
42,12,TCP,8,336,0,0,2279,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2279,3.77123616633,BOT
42,12,TCP,8,336,0,0,2280,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2280,3.77123616633,BOT
42,12,TCP,8,336,0,0,2281,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2281,3.77123616633,BOT
42,12,TCP,8,336,0,0,2282,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2282,3.77123616633,BOT
42,12,TCP,8,336,0,0,2283,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2283,3.77123616633,BOT
42,12,TCP,8,336,0,0,2284,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2284,3.77123616633,BOT
42,12,TCP,8,336,0,0,2285,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2285,3.77123616633,BOT
42,12,TCP,8,336,0,0,2286,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2286,3.77123616633,BOT
42,12,TCP,8,336,0,0,2287,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2287,3.77123616633,BOT
42,12,TCP,8,336,0,0,2288,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2288,3.77123616633,BOT
42,12,TCP,8,336,0,0,2189,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2189,3.77123616633,BOT
42,12,TCP,8,336,0,0,2289,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2289,3.77123616633,BOT
42,12,TCP,8,336,0,0,2290,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2290,3.77123616633,BOT
42,12,TCP,8,336,0,0,2291,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2291,3.77123616633,BOT
42,12,TCP,8,336,0,0,2292,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2292,3.77123616633,BOT
42,12,TCP,8,336,0,0,2293,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2293,3.77123616633,BOT
42,12,TCP,8,336,0,0,2294,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2294,3.77123616633,BOT
42,12,TCP,8,336,0,0,2295,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2295,3.77123616633,BOT
42,12,TCP,8,336,0,0,2296,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2296,3.77123616633,BOT
42,12,TCP,8,336,0,0,2297,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2297,3.77123616633,BOT
42,12,TCP,8,336,0,0,2298,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2298,3.77123616633,BOT
42,12,TCP,8,336,0,0,2190,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2190,3.77123616633,BOT
42,12,TCP,8,336,0,0,2299,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2299,3.77123616633,BOT
42,12,TCP,8,336,0,0,2300,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2300,3.77123616633,BOT
42,12,TCP,8,336,0,0,2301,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2301,3.77123616633,BOT
42,12,TCP,8,336,0,0,2302,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2302,3.77123616633,BOT
42,12,TCP,8,336,0,0,2303,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2303,3.77123616633,BOT
42,12,TCP,8,336,0,0,2304,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2304,3.77123616633,BOT
42,12,TCP,8,336,0,0,2305,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2305,3.77123616633,BOT
42,12,TCP,8,336,0,0,2306,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2306,3.77123616633,BOT
42,12,TCP,8,336,0,0,2307,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2307,3.77123616633,BOT
42,12,TCP,8,336,0,0,2308,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2308,3.77123616633,BOT
42,12,TCP,8,336,0,0,2191,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2191,3.77123616633,BOT
42,12,TCP,8,336,0,0,2309,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2309,3.77123616633,BOT
42,12,TCP,8,336,0,0,2310,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2310,3.77123616633,BOT
42,12,TCP,8,336,0,0,2311,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2311,3.77123616633,BOT
42,12,TCP,8,336,0,0,2312,80,3.46410161514,BOT
42.6666666667,14.2222222222,TCP,3,128,0,0,80,2312,3.77123616633,BOT
42,12,TCP,8,336,0,0,2313,80,3.46410161514,BOT
