,var_byte,std_byte,class
2702,12.0,3.46410161514,BOT
2703,14.222222222200001,3.77123616633,BOT
2704,12.0,3.46410161514,BOT
2705,14.222222222200001,3.77123616633,BOT
2706,12.0,3.46410161514,BOT
2707,14.222222222200001,3.77123616633,BOT
2708,12.0,3.46410161514,BOT
2709,14.222222222200001,3.77123616633,BOT
2710,12.0,3.46410161514,BOT
2711,14.222222222200001,3.77123616633,BOT
2712,12.0,3.46410161514,BOT
2713,14.222222222200001,3.77123616633,BOT
2714,12.0,3.46410161514,BOT
2715,14.222222222200001,3.77123616633,BOT
2716,12.0,3.46410161514,BOT
2717,14.222222222200001,3.77123616633,BOT
2718,12.0,3.46410161514,BOT
2719,14.222222222200001,3.77123616633,BOT
2720,12.0,3.46410161514,BOT
2721,14.222222222200001,3.77123616633,BOT
2722,12.0,3.46410161514,BOT
2723,14.222222222200001,3.77123616633,BOT
2724,0.0,0.0,BOT
2725,12.0,3.46410161514,BOT
2726,14.222222222200001,3.77123616633,BOT
2727,12.0,3.46410161514,BOT
2728,14.222222222200001,3.77123616633,BOT
2729,12.0,3.46410161514,BOT
2730,14.222222222200001,3.77123616633,BOT
2731,12.0,3.46410161514,BOT
2732,14.222222222200001,3.77123616633,BOT
2733,12.0,3.46410161514,BOT
2734,14.222222222200001,3.77123616633,BOT
2735,0.0,0.0,BOT
2736,12.0,3.46410161514,BOT
2737,14.222222222200001,3.77123616633,BOT
2738,12.0,3.46410161514,BOT
2739,14.222222222200001,3.77123616633,BOT
2740,12.0,3.46410161514,BOT
2741,14.222222222200001,3.77123616633,BOT
2742,12.0,3.46410161514,BOT
2743,14.222222222200001,3.77123616633,BOT
2744,12.0,3.46410161514,BOT
2745,14.222222222200001,3.77123616633,BOT
2746,12.0,3.46410161514,BOT
2747,14.222222222200001,3.77123616633,BOT
2748,12.0,3.46410161514,BOT
2749,14.222222222200001,3.77123616633,BOT
2750,12.0,3.46410161514,BOT
2751,14.222222222200001,3.77123616633,BOT
2752,12.0,3.46410161514,BOT
2753,14.222222222200001,3.77123616633,BOT
2754,12.0,3.46410161514,BOT
2755,14.222222222200001,3.77123616633,BOT
2756,0.0,0.0,BOT
2757,12.0,3.46410161514,BOT
2758,14.222222222200001,3.77123616633,BOT
2759,12.0,3.46410161514,BOT
2760,14.222222222200001,3.77123616633,BOT
2761,12.0,3.46410161514,BOT
2762,14.222222222200001,3.77123616633,BOT
2763,12.0,3.46410161514,BOT
2764,14.222222222200001,3.77123616633,BOT
2765,12.0,3.46410161514,BOT
2766,14.222222222200001,3.77123616633,BOT
2767,12.0,3.46410161514,BOT
2768,14.222222222200001,3.77123616633,BOT
2769,12.0,3.46410161514,BOT
2770,14.222222222200001,3.77123616633,BOT
2771,12.0,3.46410161514,BOT
2772,14.222222222200001,3.77123616633,BOT
2773,12.0,3.46410161514,BOT
2774,14.222222222200001,3.77123616633,BOT
2775,12.0,3.46410161514,BOT
2776,14.222222222200001,3.77123616633,BOT
2777,0.0,0.0,BOT
2778,12.0,3.46410161514,BOT
2779,14.222222222200001,3.77123616633,BOT
2780,12.0,3.46410161514,BOT
2781,14.222222222200001,3.77123616633,BOT
2782,12.0,3.46410161514,BOT
2783,14.222222222200001,3.77123616633,BOT
2784,12.0,3.46410161514,BOT
2785,14.222222222200001,3.77123616633,BOT
2786,12.0,3.46410161514,BOT
2787,14.222222222200001,3.77123616633,BOT
2788,12.0,3.46410161514,BOT
2789,14.222222222200001,3.77123616633,BOT
2790,12.0,3.46410161514,BOT
2791,14.222222222200001,3.77123616633,BOT
2792,12.0,3.46410161514,BOT
2793,14.222222222200001,3.77123616633,BOT
2794,12.0,3.46410161514,BOT
2795,14.222222222200001,3.77123616633,BOT
2796,12.0,3.46410161514,BOT
2797,14.222222222200001,3.77123616633,BOT
2798,12.0,3.46410161514,BOT
2799,14.222222222200001,3.77123616633,BOT
2800,12.0,3.46410161514,BOT
2801,14.222222222200001,3.77123616633,BOT
2802,12.0,3.46410161514,BOT
2803,14.222222222200001,3.77123616633,BOT
2804,12.0,3.46410161514,BOT
2805,14.222222222200001,3.77123616633,BOT
2806,12.0,3.46410161514,BOT
2807,14.222222222200001,3.77123616633,BOT
2808,12.0,3.46410161514,BOT
2809,14.222222222200001,3.77123616633,BOT
2810,12.0,3.46410161514,BOT
2811,14.222222222200001,3.77123616633,BOT
2812,12.0,3.46410161514,BOT
2813,14.222222222200001,3.77123616633,BOT
2814,12.0,3.46410161514,BOT
2815,14.222222222200001,3.77123616633,BOT
2816,12.0,3.46410161514,BOT
2817,14.222222222200001,3.77123616633,BOT
2818,12.0,3.46410161514,BOT
2819,14.222222222200001,3.77123616633,BOT
2820,12.0,3.46410161514,BOT
2821,14.222222222200001,3.77123616633,BOT
2822,12.0,3.46410161514,BOT
2823,14.222222222200001,3.77123616633,BOT
2824,12.0,3.46410161514,BOT
2825,14.222222222200001,3.77123616633,BOT
2826,12.0,3.46410161514,BOT
2827,14.222222222200001,3.77123616633,BOT
2828,12.0,3.46410161514,BOT
2829,14.222222222200001,3.77123616633,BOT
2830,12.0,3.46410161514,BOT
2831,14.222222222200001,3.77123616633,BOT
2832,12.0,3.46410161514,BOT
2833,14.222222222200001,3.77123616633,BOT
2834,12.0,3.46410161514,BOT
2835,14.222222222200001,3.77123616633,BOT
2836,12.0,3.46410161514,BOT
2837,14.222222222200001,3.77123616633,BOT
2838,12.0,3.46410161514,BOT
2839,14.222222222200001,3.77123616633,BOT
2840,12.0,3.46410161514,BOT
2841,14.222222222200001,3.77123616633,BOT
2842,12.0,3.46410161514,BOT
2843,14.222222222200001,3.77123616633,BOT
2844,12.0,3.46410161514,BOT
2845,14.222222222200001,3.77123616633,BOT
2846,12.0,3.46410161514,BOT
2847,14.222222222200001,3.77123616633,BOT
2848,12.0,3.46410161514,BOT
2849,14.222222222200001,3.77123616633,BOT
2850,12.0,3.46410161514,BOT
2851,14.222222222200001,3.77123616633,BOT
2852,12.0,3.46410161514,BOT
2853,14.222222222200001,3.77123616633,BOT
2854,12.0,3.46410161514,BOT
2855,14.222222222200001,3.77123616633,BOT
2856,12.0,3.46410161514,BOT
2857,14.222222222200001,3.77123616633,BOT
2858,12.0,3.46410161514,BOT
2859,14.222222222200001,3.77123616633,BOT
2860,12.0,3.46410161514,BOT
2861,14.222222222200001,3.77123616633,BOT
2862,12.0,3.46410161514,BOT
2863,14.222222222200001,3.77123616633,BOT
2864,12.0,3.46410161514,BOT
2865,14.222222222200001,3.77123616633,BOT
2866,12.0,3.46410161514,BOT
2867,14.222222222200001,3.77123616633,BOT
2868,12.0,3.46410161514,BOT
2869,14.222222222200001,3.77123616633,BOT
2870,12.0,3.46410161514,BOT
2871,14.222222222200001,3.77123616633,BOT
2872,12.0,3.46410161514,BOT
2873,14.222222222200001,3.77123616633,BOT
2874,12.0,3.46410161514,BOT
2875,14.222222222200001,3.77123616633,BOT
2876,12.0,3.46410161514,BOT
2877,14.222222222200001,3.77123616633,BOT
2878,12.0,3.46410161514,BOT
2879,14.222222222200001,3.77123616633,BOT
2880,12.0,3.46410161514,BOT
2881,14.222222222200001,3.77123616633,BOT
2882,12.0,3.46410161514,BOT
2883,14.222222222200001,3.77123616633,BOT
2884,12.0,3.46410161514,BOT
2885,14.222222222200001,3.77123616633,BOT
2886,12.0,3.46410161514,BOT
2887,14.222222222200001,3.77123616633,BOT
2888,0.0,0.0,BOT
2889,12.0,3.46410161514,BOT
2890,14.222222222200001,3.77123616633,BOT
2891,12.0,3.46410161514,BOT
2892,14.222222222200001,3.77123616633,BOT
2893,12.0,3.46410161514,BOT
2894,14.222222222200001,3.77123616633,BOT
2895,12.0,3.46410161514,BOT
2896,14.222222222200001,3.77123616633,BOT
2897,12.0,3.46410161514,BOT
2898,14.222222222200001,3.77123616633,BOT
2899,12.0,3.46410161514,BOT
2900,14.222222222200001,3.77123616633,BOT
2901,12.0,3.46410161514,BOT
2902,14.222222222200001,3.77123616633,BOT
2903,12.0,3.46410161514,BOT
2904,14.222222222200001,3.77123616633,BOT
2905,12.0,3.46410161514,BOT
2906,14.222222222200001,3.77123616633,BOT
2907,12.0,3.46410161514,BOT
2908,14.222222222200001,3.77123616633,BOT
2909,12.0,3.46410161514,BOT
2910,14.222222222200001,3.77123616633,BOT
2911,12.0,3.46410161514,BOT
2912,14.222222222200001,3.77123616633,BOT
2913,12.0,3.46410161514,BOT
2914,14.222222222200001,3.77123616633,BOT
2915,12.0,3.46410161514,BOT
2916,14.222222222200001,3.77123616633,BOT
2917,12.0,3.46410161514,BOT
2918,14.222222222200001,3.77123616633,BOT
2919,12.0,3.46410161514,BOT
2920,14.222222222200001,3.77123616633,BOT
2921,12.0,3.46410161514,BOT
2922,14.222222222200001,3.77123616633,BOT
2923,12.0,3.46410161514,BOT
2924,14.222222222200001,3.77123616633,BOT
2925,12.0,3.46410161514,BOT
2926,14.222222222200001,3.77123616633,BOT
2927,12.0,3.46410161514,BOT
2928,14.222222222200001,3.77123616633,BOT
2929,12.0,3.46410161514,BOT
2930,14.222222222200001,3.77123616633,BOT
2931,12.0,3.46410161514,BOT
2932,14.222222222200001,3.77123616633,BOT
2933,12.0,3.46410161514,BOT
2934,14.222222222200001,3.77123616633,BOT
2935,12.0,3.46410161514,BOT
2936,14.222222222200001,3.77123616633,BOT
2937,12.0,3.46410161514,BOT
2938,14.222222222200001,3.77123616633,BOT
2939,12.0,3.46410161514,BOT
2940,14.222222222200001,3.77123616633,BOT
2941,12.0,3.46410161514,BOT
2942,14.222222222200001,3.77123616633,BOT
2943,12.0,3.46410161514,BOT
2944,14.222222222200001,3.77123616633,BOT
2945,12.0,3.46410161514,BOT
2946,14.222222222200001,3.77123616633,BOT
2947,12.0,3.46410161514,BOT
2948,14.222222222200001,3.77123616633,BOT
2949,12.0,3.46410161514,BOT
2950,14.222222222200001,3.77123616633,BOT
2951,12.0,3.46410161514,BOT
2952,14.222222222200001,3.77123616633,BOT
2953,12.0,3.46410161514,BOT
2954,14.222222222200001,3.77123616633,BOT
2955,12.0,3.46410161514,BOT
2956,14.222222222200001,3.77123616633,BOT
2957,12.0,3.46410161514,BOT
2958,14.222222222200001,3.77123616633,BOT
2959,12.0,3.46410161514,BOT
2960,14.222222222200001,3.77123616633,BOT
2961,12.0,3.46410161514,BOT
2962,14.222222222200001,3.77123616633,BOT
2963,12.0,3.46410161514,BOT
2964,14.222222222200001,3.77123616633,BOT
2965,12.0,3.46410161514,BOT
2966,14.222222222200001,3.77123616633,BOT
2967,12.0,3.46410161514,BOT
2968,14.222222222200001,3.77123616633,BOT
2969,12.0,3.46410161514,BOT
2970,14.222222222200001,3.77123616633,BOT
2971,12.0,3.46410161514,BOT
2972,14.222222222200001,3.77123616633,BOT
2973,12.0,3.46410161514,BOT
2974,14.222222222200001,3.77123616633,BOT
2975,12.0,3.46410161514,BOT
2976,14.222222222200001,3.77123616633,BOT
2977,12.0,3.46410161514,BOT
2978,14.222222222200001,3.77123616633,BOT
2979,12.0,3.46410161514,BOT
2980,14.222222222200001,3.77123616633,BOT
2981,12.0,3.46410161514,BOT
2982,14.222222222200001,3.77123616633,BOT
2983,12.0,3.46410161514,BOT
2984,14.222222222200001,3.77123616633,BOT
2985,12.0,3.46410161514,BOT
2986,14.222222222200001,3.77123616633,BOT
2987,12.0,3.46410161514,BOT
2988,14.222222222200001,3.77123616633,BOT
2989,12.0,3.46410161514,BOT
2990,14.222222222200001,3.77123616633,BOT
2991,12.0,3.46410161514,BOT
2992,14.222222222200001,3.77123616633,BOT
2993,12.0,3.46410161514,BOT
2994,14.222222222200001,3.77123616633,BOT
2995,12.0,3.46410161514,BOT
2996,14.222222222200001,3.77123616633,BOT
2997,12.0,3.46410161514,BOT
2998,14.222222222200001,3.77123616633,BOT
2999,12.0,3.46410161514,BOT
3000,14.222222222200001,3.77123616633,BOT
3001,12.0,3.46410161514,BOT
3002,14.222222222200001,3.77123616633,BOT
3003,12.0,3.46410161514,BOT
3004,14.222222222200001,3.77123616633,BOT
3005,12.0,3.46410161514,BOT
3006,14.222222222200001,3.77123616633,BOT
3007,12.0,3.46410161514,BOT
3008,14.222222222200001,3.77123616633,BOT
3009,12.0,3.46410161514,BOT
3010,14.222222222200001,3.77123616633,BOT
3011,12.0,3.46410161514,BOT
3012,14.222222222200001,3.77123616633,BOT
3013,12.0,3.46410161514,BOT
3014,14.222222222200001,3.77123616633,BOT
3015,12.0,3.46410161514,BOT
3016,14.222222222200001,3.77123616633,BOT
3017,12.0,3.46410161514,BOT
3018,14.222222222200001,3.77123616633,BOT
3019,12.0,3.46410161514,BOT
3020,14.222222222200001,3.77123616633,BOT
3021,12.0,3.46410161514,BOT
3022,14.222222222200001,3.77123616633,BOT
3023,12.0,3.46410161514,BOT
3024,14.222222222200001,3.77123616633,BOT
3025,12.0,3.46410161514,BOT
3026,14.222222222200001,3.77123616633,BOT
3027,12.0,3.46410161514,BOT
3028,14.222222222200001,3.77123616633,BOT
3029,12.0,3.46410161514,BOT
3030,14.222222222200001,3.77123616633,BOT
3031,12.0,3.46410161514,BOT
3032,14.222222222200001,3.77123616633,BOT
3033,12.0,3.46410161514,BOT
3034,14.222222222200001,3.77123616633,BOT
3035,12.0,3.46410161514,BOT
3036,14.222222222200001,3.77123616633,BOT
3037,12.0,3.46410161514,BOT
3038,14.222222222200001,3.77123616633,BOT
3039,12.0,3.46410161514,BOT
3040,14.222222222200001,3.77123616633,BOT
3041,12.0,3.46410161514,BOT
3042,14.222222222200001,3.77123616633,BOT
3043,12.0,3.46410161514,BOT
3044,14.222222222200001,3.77123616633,BOT
3045,12.0,3.46410161514,BOT
3046,14.222222222200001,3.77123616633,BOT
3047,12.0,3.46410161514,BOT
3048,14.222222222200001,3.77123616633,BOT
3049,12.0,3.46410161514,BOT
3050,14.222222222200001,3.77123616633,BOT
3051,12.0,3.46410161514,BOT
3052,14.222222222200001,3.77123616633,BOT
3053,12.0,3.46410161514,BOT
3054,14.222222222200001,3.77123616633,BOT
3055,12.0,3.46410161514,BOT
3056,14.222222222200001,3.77123616633,BOT
3057,12.0,3.46410161514,BOT
3058,14.222222222200001,3.77123616633,BOT
3059,12.0,3.46410161514,BOT
3060,14.222222222200001,3.77123616633,BOT
3061,12.0,3.46410161514,BOT
3062,14.222222222200001,3.77123616633,BOT
3063,12.0,3.46410161514,BOT
3064,14.222222222200001,3.77123616633,BOT
3065,12.0,3.46410161514,BOT
3066,14.222222222200001,3.77123616633,BOT
3067,12.0,3.46410161514,BOT
3068,14.222222222200001,3.77123616633,BOT
3069,12.0,3.46410161514,BOT
3070,14.222222222200001,3.77123616633,BOT
3071,12.0,3.46410161514,BOT
3072,14.222222222200001,3.77123616633,BOT
3073,12.0,3.46410161514,BOT
3074,14.222222222200001,3.77123616633,BOT
3075,12.0,3.46410161514,BOT
3076,14.222222222200001,3.77123616633,BOT
3077,12.0,3.46410161514,BOT
3078,14.222222222200001,3.77123616633,BOT
3079,12.0,3.46410161514,BOT
3080,14.222222222200001,3.77123616633,BOT
3081,12.0,3.46410161514,BOT
3082,14.222222222200001,3.77123616633,BOT
3083,12.0,3.46410161514,BOT
3084,14.222222222200001,3.77123616633,BOT
3085,12.0,3.46410161514,BOT
3086,14.222222222200001,3.77123616633,BOT
3087,12.0,3.46410161514,BOT
3088,14.222222222200001,3.77123616633,BOT
3089,12.0,3.46410161514,BOT
3090,14.222222222200001,3.77123616633,BOT
3091,12.0,3.46410161514,BOT
3092,14.222222222200001,3.77123616633,BOT
3093,12.0,3.46410161514,BOT
3094,14.222222222200001,3.77123616633,BOT
3095,12.0,3.46410161514,BOT
3096,14.222222222200001,3.77123616633,BOT
3097,12.0,3.46410161514,BOT
3098,14.222222222200001,3.77123616633,BOT
3099,12.0,3.46410161514,BOT
3100,14.222222222200001,3.77123616633,BOT
3101,12.0,3.46410161514,BOT
3102,14.222222222200001,3.77123616633,BOT
3103,12.0,3.46410161514,BOT
3104,14.222222222200001,3.77123616633,BOT
3105,12.0,3.46410161514,BOT
3106,14.222222222200001,3.77123616633,BOT
3107,12.0,3.46410161514,BOT
3108,14.222222222200001,3.77123616633,BOT
3109,0.0,0.0,BOT
3110,12.0,3.46410161514,BOT
3111,14.222222222200001,3.77123616633,BOT
3112,12.0,3.46410161514,BOT
3113,14.222222222200001,3.77123616633,BOT
3114,12.0,3.46410161514,BOT
3115,14.222222222200001,3.77123616633,BOT
3116,12.0,3.46410161514,BOT
3117,14.222222222200001,3.77123616633,BOT
3118,12.0,3.46410161514,BOT
3119,14.222222222200001,3.77123616633,BOT
3120,12.0,3.46410161514,BOT
3121,14.222222222200001,3.77123616633,BOT
3122,12.0,3.46410161514,BOT
3123,14.222222222200001,3.77123616633,BOT
3124,12.0,3.46410161514,BOT
3125,14.222222222200001,3.77123616633,BOT
3126,12.0,3.46410161514,BOT
3127,14.222222222200001,3.77123616633,BOT
3128,12.0,3.46410161514,BOT
3129,14.222222222200001,3.77123616633,BOT
3130,12.0,3.46410161514,BOT
3131,14.222222222200001,3.77123616633,BOT
3132,12.0,3.46410161514,BOT
3133,14.222222222200001,3.77123616633,BOT
3134,12.0,3.46410161514,BOT
3135,14.222222222200001,3.77123616633,BOT
3136,12.0,3.46410161514,BOT
3137,14.222222222200001,3.77123616633,BOT
3138,12.0,3.46410161514,BOT
3139,14.222222222200001,3.77123616633,BOT
3140,12.0,3.46410161514,BOT
3141,14.222222222200001,3.77123616633,BOT
3142,12.0,3.46410161514,BOT
3143,14.222222222200001,3.77123616633,BOT
3144,12.0,3.46410161514,BOT
3145,14.222222222200001,3.77123616633,BOT
3146,12.0,3.46410161514,BOT
3147,14.222222222200001,3.77123616633,BOT
3148,12.0,3.46410161514,BOT
3149,14.222222222200001,3.77123616633,BOT
3150,12.0,3.46410161514,BOT
3151,14.222222222200001,3.77123616633,BOT
3152,12.0,3.46410161514,BOT
3153,14.222222222200001,3.77123616633,BOT
3154,12.0,3.46410161514,BOT
3155,14.222222222200001,3.77123616633,BOT
3156,12.0,3.46410161514,BOT
3157,14.222222222200001,3.77123616633,BOT
3158,12.0,3.46410161514,BOT
3159,14.222222222200001,3.77123616633,BOT
3160,12.0,3.46410161514,BOT
3161,14.222222222200001,3.77123616633,BOT
3162,12.0,3.46410161514,BOT
3163,14.222222222200001,3.77123616633,BOT
3164,12.0,3.46410161514,BOT
3165,14.222222222200001,3.77123616633,BOT
3166,12.0,3.46410161514,BOT
3167,14.222222222200001,3.77123616633,BOT
3168,12.0,3.46410161514,BOT
3169,14.222222222200001,3.77123616633,BOT
3170,12.0,3.46410161514,BOT
3171,14.222222222200001,3.77123616633,BOT
3172,12.0,3.46410161514,BOT
3173,14.222222222200001,3.77123616633,BOT
3174,12.0,3.46410161514,BOT
3175,14.222222222200001,3.77123616633,BOT
3176,12.0,3.46410161514,BOT
3177,14.222222222200001,3.77123616633,BOT
3178,12.0,3.46410161514,BOT
3179,14.222222222200001,3.77123616633,BOT
3180,12.0,3.46410161514,BOT
3181,14.222222222200001,3.77123616633,BOT
3182,12.0,3.46410161514,BOT
3183,14.222222222200001,3.77123616633,BOT
3184,12.0,3.46410161514,BOT
3185,14.222222222200001,3.77123616633,BOT
3186,12.0,3.46410161514,BOT
3187,14.222222222200001,3.77123616633,BOT
3188,12.0,3.46410161514,BOT
3189,14.222222222200001,3.77123616633,BOT
3190,12.0,3.46410161514,BOT
3191,14.222222222200001,3.77123616633,BOT
3192,12.0,3.46410161514,BOT
3193,14.222222222200001,3.77123616633,BOT
3194,12.0,3.46410161514,BOT
3195,14.222222222200001,3.77123616633,BOT
3196,12.0,3.46410161514,BOT
3197,14.222222222200001,3.77123616633,BOT
3198,12.0,3.46410161514,BOT
3199,14.222222222200001,3.77123616633,BOT
3200,12.0,3.46410161514,BOT
3201,14.222222222200001,3.77123616633,BOT
3202,12.0,3.46410161514,BOT
3203,14.222222222200001,3.77123616633,BOT
3204,12.0,3.46410161514,BOT
3205,14.222222222200001,3.77123616633,BOT
3206,12.0,3.46410161514,BOT
3207,14.222222222200001,3.77123616633,BOT
3208,12.0,3.46410161514,BOT
3209,14.222222222200001,3.77123616633,BOT
3210,12.0,3.46410161514,BOT
3211,14.222222222200001,3.77123616633,BOT
3212,12.0,3.46410161514,BOT
3213,14.222222222200001,3.77123616633,BOT
3214,12.0,3.46410161514,BOT
3215,14.222222222200001,3.77123616633,BOT
3216,12.0,3.46410161514,BOT
3217,14.222222222200001,3.77123616633,BOT
3218,12.0,3.46410161514,BOT
3219,14.222222222200001,3.77123616633,BOT
3220,12.0,3.46410161514,BOT
3221,14.222222222200001,3.77123616633,BOT
3222,12.0,3.46410161514,BOT
3223,14.222222222200001,3.77123616633,BOT
3224,12.0,3.46410161514,BOT
3225,14.222222222200001,3.77123616633,BOT
3226,12.0,3.46410161514,BOT
3227,14.222222222200001,3.77123616633,BOT
3228,12.0,3.46410161514,BOT
3229,14.222222222200001,3.77123616633,BOT
3230,0.0,0.0,BOT
3231,12.0,3.46410161514,BOT
3232,14.222222222200001,3.77123616633,BOT
3233,12.0,3.46410161514,BOT
3234,14.222222222200001,3.77123616633,BOT
3235,12.0,3.46410161514,BOT
3236,14.222222222200001,3.77123616633,BOT
3237,12.0,3.46410161514,BOT
3238,14.222222222200001,3.77123616633,BOT
3239,12.0,3.46410161514,BOT
3240,14.222222222200001,3.77123616633,BOT
3241,12.0,3.46410161514,BOT
3242,14.222222222200001,3.77123616633,BOT
3243,12.0,3.46410161514,BOT
3244,14.222222222200001,3.77123616633,BOT
3245,12.0,3.46410161514,BOT
3246,14.222222222200001,3.77123616633,BOT
3247,12.0,3.46410161514,BOT
3248,14.222222222200001,3.77123616633,BOT
3249,12.0,3.46410161514,BOT
3250,14.222222222200001,3.77123616633,BOT
3251,12.0,3.46410161514,BOT
3252,14.222222222200001,3.77123616633,BOT
3253,12.0,3.46410161514,BOT
3254,14.222222222200001,3.77123616633,BOT
3255,12.0,3.46410161514,BOT
3256,14.222222222200001,3.77123616633,BOT
3257,12.0,3.46410161514,BOT
3258,14.222222222200001,3.77123616633,BOT
3259,12.0,3.46410161514,BOT
3260,14.222222222200001,3.77123616633,BOT
3261,12.0,3.46410161514,BOT
3262,14.222222222200001,3.77123616633,BOT
3263,0.0,0.0,BOT
3264,12.0,3.46410161514,BOT
3265,14.222222222200001,3.77123616633,BOT
3266,12.0,3.46410161514,BOT
3267,14.222222222200001,3.77123616633,BOT
3268,12.0,3.46410161514,BOT
3269,14.222222222200001,3.77123616633,BOT
3270,12.0,3.46410161514,BOT
3271,14.222222222200001,3.77123616633,BOT
3272,12.0,3.46410161514,BOT
3273,14.222222222200001,3.77123616633,BOT
3274,12.0,3.46410161514,BOT
3275,14.222222222200001,3.77123616633,BOT
3276,12.0,3.46410161514,BOT
3277,14.222222222200001,3.77123616633,BOT
3278,12.0,3.46410161514,BOT
3279,14.222222222200001,3.77123616633,BOT
3280,12.0,3.46410161514,BOT
3281,14.222222222200001,3.77123616633,BOT
3282,12.0,3.46410161514,BOT
3283,14.222222222200001,3.77123616633,BOT
3284,0.0,0.0,BOT
3285,12.0,3.46410161514,BOT
3286,14.222222222200001,3.77123616633,BOT
3287,12.0,3.46410161514,BOT
3288,14.222222222200001,3.77123616633,BOT
3289,12.0,3.46410161514,BOT
3290,14.222222222200001,3.77123616633,BOT
3291,12.0,3.46410161514,BOT
3292,14.222222222200001,3.77123616633,BOT
3293,12.0,3.46410161514,BOT
3294,14.222222222200001,3.77123616633,BOT
3295,12.0,3.46410161514,BOT
3296,14.222222222200001,3.77123616633,BOT
3297,12.0,3.46410161514,BOT
3298,14.222222222200001,3.77123616633,BOT
3299,12.0,3.46410161514,BOT
3300,14.222222222200001,3.77123616633,BOT
3301,12.0,3.46410161514,BOT
3302,14.222222222200001,3.77123616633,BOT
3303,12.0,3.46410161514,BOT
3304,14.222222222200001,3.77123616633,BOT
3305,12.0,3.46410161514,BOT
3306,14.222222222200001,3.77123616633,BOT
3307,12.0,3.46410161514,BOT
3308,14.222222222200001,3.77123616633,BOT
3309,12.0,3.46410161514,BOT
3310,14.222222222200001,3.77123616633,BOT
3311,12.0,3.46410161514,BOT
3312,14.222222222200001,3.77123616633,BOT
3313,12.0,3.46410161514,BOT
3314,14.222222222200001,3.77123616633,BOT
3315,12.0,3.46410161514,BOT
3316,14.222222222200001,3.77123616633,BOT
3317,12.0,3.46410161514,BOT
3318,14.222222222200001,3.77123616633,BOT
3319,12.0,3.46410161514,BOT
3320,14.222222222200001,3.77123616633,BOT
3321,12.0,3.46410161514,BOT
3322,14.222222222200001,3.77123616633,BOT
3323,12.0,3.46410161514,BOT
3324,14.222222222200001,3.77123616633,BOT
3325,12.0,3.46410161514,BOT
3326,14.222222222200001,3.77123616633,BOT
3327,12.0,3.46410161514,BOT
3328,14.222222222200001,3.77123616633,BOT
3329,12.0,3.46410161514,BOT
3330,14.222222222200001,3.77123616633,BOT
3331,12.0,3.46410161514,BOT
3332,14.222222222200001,3.77123616633,BOT
3333,12.0,3.46410161514,BOT
3334,14.222222222200001,3.77123616633,BOT
3335,12.0,3.46410161514,BOT
3336,14.222222222200001,3.77123616633,BOT
3337,12.0,3.46410161514,BOT
3338,14.222222222200001,3.77123616633,BOT
3339,12.0,3.46410161514,BOT
3340,14.222222222200001,3.77123616633,BOT
3341,12.0,3.46410161514,BOT
3342,14.222222222200001,3.77123616633,BOT
3343,12.0,3.46410161514,BOT
3344,14.222222222200001,3.77123616633,BOT
3345,12.0,3.46410161514,BOT
3346,14.222222222200001,3.77123616633,BOT
3347,12.0,3.46410161514,BOT
3348,14.222222222200001,3.77123616633,BOT
3349,12.0,3.46410161514,BOT
3350,14.222222222200001,3.77123616633,BOT
3351,12.0,3.46410161514,BOT
3352,14.222222222200001,3.77123616633,BOT
3353,12.0,3.46410161514,BOT
3354,14.222222222200001,3.77123616633,BOT
3355,12.0,3.46410161514,BOT
3356,14.222222222200001,3.77123616633,BOT
3357,12.0,3.46410161514,BOT
3358,14.222222222200001,3.77123616633,BOT
3359,12.0,3.46410161514,BOT
3360,14.222222222200001,3.77123616633,BOT
3361,12.0,3.46410161514,BOT
3362,14.222222222200001,3.77123616633,BOT
3363,12.0,3.46410161514,BOT
3364,14.222222222200001,3.77123616633,BOT
3365,12.0,3.46410161514,BOT
3366,14.222222222200001,3.77123616633,BOT
3367,12.0,3.46410161514,BOT
3368,14.222222222200001,3.77123616633,BOT
3369,12.0,3.46410161514,BOT
3370,14.222222222200001,3.77123616633,BOT
3371,12.0,3.46410161514,BOT
3372,14.222222222200001,3.77123616633,BOT
3373,12.0,3.46410161514,BOT
3374,14.222222222200001,3.77123616633,BOT
3375,12.0,3.46410161514,BOT
3376,14.222222222200001,3.77123616633,BOT
3377,12.0,3.46410161514,BOT
3378,14.222222222200001,3.77123616633,BOT
3379,12.0,3.46410161514,BOT
3380,14.222222222200001,3.77123616633,BOT
3381,12.0,3.46410161514,BOT
3382,14.222222222200001,3.77123616633,BOT
3383,12.0,3.46410161514,BOT
3384,14.222222222200001,3.77123616633,BOT
3385,12.0,3.46410161514,BOT
3386,14.222222222200001,3.77123616633,BOT
3387,12.0,3.46410161514,BOT
3388,14.222222222200001,3.77123616633,BOT
3389,12.0,3.46410161514,BOT
3390,14.222222222200001,3.77123616633,BOT
3391,12.0,3.46410161514,BOT
3392,14.222222222200001,3.77123616633,BOT
3393,12.0,3.46410161514,BOT
3394,14.222222222200001,3.77123616633,BOT
3395,0.0,0.0,BOT
3396,12.0,3.46410161514,BOT
3397,14.222222222200001,3.77123616633,BOT
3398,12.0,3.46410161514,BOT
3399,14.222222222200001,3.77123616633,BOT
3400,12.0,3.46410161514,BOT
3401,14.222222222200001,3.77123616633,BOT
3402,12.0,3.46410161514,BOT
