,protocol,pack_exc,pack_push,percent_push,src_port,dst_port,std_byte,class
1843,4,8,1,0.0,1497,80,3.46410161514,2
1844,4,3,1,0.0,80,1497,3.77123616633,2
1845,4,8,1,0.0,1498,80,3.46410161514,2
1846,4,3,1,0.0,80,1498,3.77123616633,2
1847,4,8,1,0.0,1499,80,3.46410161514,2
1848,4,3,1,0.0,80,1499,3.77123616633,2
1849,4,8,1,0.0,1500,80,3.46410161514,2
1850,4,3,1,0.0,80,1500,3.77123616633,2
1851,4,8,1,0.0,1419,80,3.46410161514,2
1852,4,3,1,0.0,80,1419,3.77123616633,2
1853,4,8,1,0.0,1501,80,3.46410161514,2
1854,4,3,1,0.0,80,1501,3.77123616633,2
1855,4,8,1,0.0,1502,80,3.46410161514,2
1856,4,3,1,0.0,80,1502,3.77123616633,2
1857,4,8,1,0.0,1503,80,3.46410161514,2
1858,4,3,1,0.0,80,1503,3.77123616633,2
1859,4,8,1,0.0,1504,80,3.46410161514,2
1860,4,3,1,0.0,80,1504,3.77123616633,2
1861,4,8,1,0.0,1505,80,3.46410161514,2
1862,4,3,1,0.0,80,1505,3.77123616633,2
1863,4,8,1,0.0,1506,80,3.46410161514,2
1864,4,3,1,0.0,80,1506,3.77123616633,2
1865,4,8,1,0.0,1507,80,3.46410161514,2
1866,4,3,1,0.0,80,1507,3.77123616633,2
1867,4,8,1,0.0,1508,80,3.46410161514,2
1868,4,3,1,0.0,80,1508,3.77123616633,2
1869,4,8,1,0.0,1509,80,3.46410161514,2
1870,4,3,1,0.0,80,1509,3.77123616633,2
1871,4,8,1,0.0,1510,80,3.46410161514,2
1872,4,3,1,0.0,80,1510,3.77123616633,2
1873,4,8,1,0.0,1420,80,3.46410161514,2
1874,4,3,1,0.0,80,1420,3.77123616633,2
1875,4,6,1,0.0,1667,80,0.0,2
1876,4,8,1,0.0,1767,80,3.46410161514,2
1877,4,3,1,0.0,80,1767,3.77123616633,2
1878,4,8,1,0.0,1768,80,3.46410161514,2
1879,4,3,1,0.0,80,1768,3.77123616633,2
1880,4,8,1,0.0,1769,80,3.46410161514,2
1881,4,3,1,0.0,80,1769,3.77123616633,2
1882,4,8,1,0.0,1770,80,3.46410161514,2
1883,4,3,1,0.0,80,1770,3.77123616633,2
1884,4,8,1,0.0,1771,80,3.46410161514,2
1885,4,3,1,0.0,80,1771,3.77123616633,2
1886,4,8,1,0.0,1772,80,3.46410161514,2
1887,4,3,1,0.0,80,1772,3.77123616633,2
1888,4,8,1,0.0,1773,80,3.46410161514,2
1889,4,3,1,0.0,80,1773,3.77123616633,2
1890,4,8,1,0.0,1774,80,3.46410161514,2
1891,4,3,1,0.0,80,1774,3.77123616633,2
1892,4,8,1,0.0,1775,80,3.46410161514,2
1893,4,3,1,0.0,80,1775,3.77123616633,2
1894,4,8,1,0.0,1776,80,3.46410161514,2
1895,4,3,1,0.0,80,1776,3.77123616633,2
1896,4,8,1,0.0,1677,80,3.46410161514,2
1897,4,3,1,0.0,80,1677,3.77123616633,2
1898,4,8,1,0.0,1777,80,3.46410161514,2
1899,4,3,1,0.0,80,1777,3.77123616633,2
1900,4,8,1,0.0,1778,80,3.46410161514,2
1901,4,3,1,0.0,80,1778,3.77123616633,2
1902,4,8,1,0.0,1779,80,3.46410161514,2
1903,4,3,1,0.0,80,1779,3.77123616633,2
1904,4,8,1,0.0,1780,80,3.46410161514,2
1905,4,3,1,0.0,80,1780,3.77123616633,2
1906,4,8,1,0.0,1781,80,3.46410161514,2
1907,4,3,1,0.0,80,1781,3.77123616633,2
1908,4,8,1,0.0,1782,80,3.46410161514,2
1909,4,3,1,0.0,80,1782,3.77123616633,2
1910,4,8,1,0.0,1783,80,3.46410161514,2
1911,4,3,1,0.0,80,1783,3.77123616633,2
1912,4,8,1,0.0,1784,80,3.46410161514,2
1913,4,3,1,0.0,80,1784,3.77123616633,2
1914,4,8,1,0.0,1785,80,3.46410161514,2
1915,4,3,1,0.0,80,1785,3.77123616633,2
1916,4,8,1,0.0,1786,80,3.46410161514,2
1917,4,3,1,0.0,80,1786,3.77123616633,2
1918,4,8,1,0.0,1678,80,3.46410161514,2
1919,4,3,1,0.0,80,1678,3.77123616633,2
1920,4,8,1,0.0,1787,80,3.46410161514,2
1921,4,3,1,0.0,80,1787,3.77123616633,2
1922,4,8,1,0.0,1788,80,3.46410161514,2
1923,4,3,1,0.0,80,1788,3.77123616633,2
1924,4,8,1,0.0,1789,80,3.46410161514,2
1925,4,3,1,0.0,80,1789,3.77123616633,2
1926,4,8,1,0.0,1790,80,3.46410161514,2
1927,4,3,1,0.0,80,1790,3.77123616633,2
1928,4,8,1,0.0,1791,80,3.46410161514,2
1929,4,3,1,0.0,80,1791,3.77123616633,2
1930,4,8,1,0.0,1792,80,3.46410161514,2
1931,4,3,1,0.0,80,1792,3.77123616633,2
1932,4,8,1,0.0,1793,80,3.46410161514,2
1933,4,3,1,0.0,80,1793,3.77123616633,2
1934,4,8,1,0.0,1794,80,3.46410161514,2
1935,4,3,1,0.0,80,1794,3.77123616633,2
1936,4,8,1,0.0,1795,80,3.46410161514,2
1937,4,3,1,0.0,80,1795,3.77123616633,2
1938,4,8,1,0.0,1796,80,3.46410161514,2
1939,4,3,1,0.0,80,1796,3.77123616633,2
1940,4,8,1,0.0,1679,80,3.46410161514,2
1941,4,3,1,0.0,80,1679,3.77123616633,2
1942,4,8,1,0.0,1797,80,3.46410161514,2
1943,4,3,1,0.0,80,1797,3.77123616633,2
1944,4,8,1,0.0,1798,80,3.46410161514,2
1945,4,3,1,0.0,80,1798,3.77123616633,2
1946,4,8,1,0.0,1799,80,3.46410161514,2
1947,4,3,1,0.0,80,1799,3.77123616633,2
1948,4,8,1,0.0,1800,80,3.46410161514,2
1949,4,3,1,0.0,80,1800,3.77123616633,2
1950,4,8,1,0.0,1801,80,3.46410161514,2
1951,4,3,1,0.0,80,1801,3.77123616633,2
1952,4,8,1,0.0,1802,80,3.46410161514,2
1953,4,3,1,0.0,80,1802,3.77123616633,2
1954,4,8,1,0.0,1803,80,3.46410161514,2
1955,4,3,1,0.0,80,1803,3.77123616633,2
1956,4,8,1,0.0,1804,80,3.46410161514,2
1957,4,3,1,0.0,80,1804,3.77123616633,2
1958,4,8,1,0.0,1805,80,3.46410161514,2
1959,4,3,1,0.0,80,1805,3.77123616633,2
1960,4,8,1,0.0,1806,80,3.46410161514,2
1961,4,3,1,0.0,80,1806,3.77123616633,2
1962,4,8,1,0.0,1680,80,3.46410161514,2
1963,4,3,1,0.0,80,1680,3.77123616633,2
1964,4,8,1,0.0,1807,80,3.46410161514,2
1965,4,3,1,0.0,80,1807,3.77123616633,2
1966,4,8,1,0.0,1808,80,3.46410161514,2
1967,4,3,1,0.0,80,1808,3.77123616633,2
1968,4,8,1,0.0,1809,80,3.46410161514,2
1969,4,3,1,0.0,80,1809,3.77123616633,2
1970,4,8,1,0.0,1810,80,3.46410161514,2
1971,4,3,1,0.0,80,1810,3.77123616633,2
1972,4,8,1,0.0,1811,80,3.46410161514,2
1973,4,3,1,0.0,80,1811,3.77123616633,2
1974,4,8,1,0.0,1812,80,3.46410161514,2
1975,4,3,1,0.0,80,1812,3.77123616633,2
1976,4,8,1,0.0,1813,80,3.46410161514,2
1977,4,3,1,0.0,80,1813,3.77123616633,2
1978,4,8,1,0.0,1814,80,3.46410161514,2
1979,4,3,1,0.0,80,1814,3.77123616633,2
1980,4,8,1,0.0,1815,80,3.46410161514,2
1981,4,3,1,0.0,80,1815,3.77123616633,2
1982,4,8,1,0.0,1816,80,3.46410161514,2
1983,4,3,1,0.0,80,1816,3.77123616633,2
1984,4,8,1,0.0,1681,80,3.46410161514,2
1985,4,3,1,0.0,80,1681,3.77123616633,2
1986,4,8,1,0.0,1817,80,3.46410161514,2
1987,4,3,1,0.0,80,1817,3.77123616633,2
1988,4,8,1,0.0,1818,80,3.46410161514,2
1989,4,3,1,0.0,80,1818,3.77123616633,2
1990,4,8,1,0.0,1819,80,3.46410161514,2
1991,4,3,1,0.0,80,1819,3.77123616633,2
1992,4,8,1,0.0,1820,80,3.46410161514,2
1993,4,3,1,0.0,80,1820,3.77123616633,2
1994,4,8,1,0.0,1821,80,3.46410161514,2
1995,4,3,1,0.0,80,1821,3.77123616633,2
1996,4,8,1,0.0,1822,80,3.46410161514,2
1997,4,3,1,0.0,80,1822,3.77123616633,2
1998,4,8,1,0.0,1823,80,3.46410161514,2
1999,4,3,1,0.0,80,1823,3.77123616633,2
2000,4,8,1,0.0,1824,80,3.46410161514,2
2001,4,3,1,0.0,80,1824,3.77123616633,2
2002,4,8,1,0.0,1825,80,3.46410161514,2
2003,4,3,1,0.0,80,1825,3.77123616633,2
2004,4,8,1,0.0,1826,80,3.46410161514,2
2005,4,3,1,0.0,80,1826,3.77123616633,2
2006,4,8,1,0.0,1682,80,3.46410161514,2
2007,4,3,1,0.0,80,1682,3.77123616633,2
2008,4,8,1,0.0,1827,80,3.46410161514,2
2009,4,3,1,0.0,80,1827,3.77123616633,2
2010,4,8,1,0.0,1828,80,3.46410161514,2
2011,4,3,1,0.0,80,1828,3.77123616633,2
2012,4,8,1,0.0,1829,80,3.46410161514,2
2013,4,3,1,0.0,80,1829,3.77123616633,2
2014,4,8,1,0.0,1830,80,3.46410161514,2
2015,4,3,1,0.0,80,1830,3.77123616633,2
2016,4,8,1,0.0,1831,80,3.46410161514,2
2017,4,3,1,0.0,80,1831,3.77123616633,2
2018,4,8,1,0.0,1832,80,3.46410161514,2
2019,4,3,1,0.0,80,1832,3.77123616633,2
2020,4,8,1,0.0,1833,80,3.46410161514,2
2021,4,3,1,0.0,80,1833,3.77123616633,2
2022,4,8,1,0.0,1834,80,3.46410161514,2
2023,4,3,1,0.0,80,1834,3.77123616633,2
2024,4,8,1,0.0,1835,80,3.46410161514,2
2025,4,3,1,0.0,80,1835,3.77123616633,2
2026,4,8,1,0.0,1836,80,3.46410161514,2
2027,4,3,1,0.0,80,1836,3.77123616633,2
2028,4,8,1,0.0,1683,80,3.46410161514,2
2029,4,3,1,0.0,80,1683,3.77123616633,2
2030,4,8,1,0.0,1837,80,3.46410161514,2
2031,4,3,1,0.0,80,1837,3.77123616633,2
2032,4,8,1,0.0,1838,80,3.46410161514,2
2033,4,3,1,0.0,80,1838,3.77123616633,2
2034,4,8,1,0.0,1839,80,3.46410161514,2
2035,4,3,1,0.0,80,1839,3.77123616633,2
2036,4,8,1,0.0,1840,80,3.46410161514,2
2037,4,3,1,0.0,80,1840,3.77123616633,2
2038,4,8,1,0.0,1841,80,3.46410161514,2
2039,4,3,1,0.0,80,1841,3.77123616633,2
2040,4,8,1,0.0,1842,80,3.46410161514,2
2041,4,3,1,0.0,80,1842,3.77123616633,2
2042,4,8,1,0.0,1843,80,3.46410161514,2
2043,4,3,1,0.0,80,1843,3.77123616633,2
2044,4,8,1,0.0,1844,80,3.46410161514,2
2045,4,3,1,0.0,80,1844,3.77123616633,2
2046,4,8,1,0.0,1845,80,3.46410161514,2
2047,4,3,1,0.0,80,1845,3.77123616633,2
2048,4,8,1,0.0,1846,80,3.46410161514,2
2049,4,3,1,0.0,80,1846,3.77123616633,2
2050,4,8,1,0.0,1684,80,3.46410161514,2
2051,4,3,1,0.0,80,1684,3.77123616633,2
2052,4,8,1,0.0,1847,80,3.46410161514,2
2053,4,3,1,0.0,80,1847,3.77123616633,2
2054,4,8,1,0.0,1848,80,3.46410161514,2
2055,4,3,1,0.0,80,1848,3.77123616633,2
2056,4,8,1,0.0,1849,80,3.46410161514,2
2057,4,3,1,0.0,80,1849,3.77123616633,2
2058,4,8,1,0.0,1850,80,3.46410161514,2
2059,4,3,1,0.0,80,1850,3.77123616633,2
2060,4,8,1,0.0,1851,80,3.46410161514,2
2061,4,3,1,0.0,80,1851,3.77123616633,2
2062,4,8,1,0.0,1852,80,3.46410161514,2
2063,4,3,1,0.0,80,1852,3.77123616633,2
2064,4,8,1,0.0,1853,80,3.46410161514,2
2065,4,3,1,0.0,80,1853,3.77123616633,2
2066,4,8,1,0.0,1854,80,3.46410161514,2
2067,4,3,1,0.0,80,1854,3.77123616633,2
2068,4,8,1,0.0,1855,80,3.46410161514,2
2069,4,3,1,0.0,80,1855,3.77123616633,2
2070,4,8,1,0.0,1856,80,3.46410161514,2
2071,4,3,1,0.0,80,1856,3.77123616633,2
2072,4,8,1,0.0,1685,80,3.46410161514,2
2073,4,3,1,0.0,80,1685,3.77123616633,2
2074,4,8,1,0.0,1857,80,3.46410161514,2
2075,4,3,1,0.0,80,1857,3.77123616633,2
2076,4,8,1,0.0,1858,80,3.46410161514,2
2077,4,3,1,0.0,80,1858,3.77123616633,2
2078,4,8,1,0.0,1859,80,3.46410161514,2
2079,4,3,1,0.0,80,1859,3.77123616633,2
2080,4,8,1,0.0,1860,80,3.46410161514,2
2081,4,3,1,0.0,80,1860,3.77123616633,2
2082,4,8,1,0.0,1861,80,3.46410161514,2
2083,4,3,1,0.0,80,1861,3.77123616633,2
2084,4,8,1,0.0,1862,80,3.46410161514,2
2085,4,3,1,0.0,80,1862,3.77123616633,2
2086,4,8,1,0.0,1863,80,3.46410161514,2
2087,4,3,1,0.0,80,1863,3.77123616633,2
2088,4,8,1,0.0,1864,80,3.46410161514,2
2089,4,3,1,0.0,80,1864,3.77123616633,2
2090,4,8,1,0.0,1865,80,3.46410161514,2
2091,4,3,1,0.0,80,1865,3.77123616633,2
2092,4,8,1,0.0,1866,80,3.46410161514,2
2093,4,3,1,0.0,80,1866,3.77123616633,2
2094,4,8,1,0.0,1686,80,3.46410161514,2
2095,4,3,1,0.0,80,1686,3.77123616633,2
2096,4,6,1,0.0,1668,80,0.0,2
2097,4,8,1,0.0,1867,80,3.46410161514,2
2098,4,3,1,0.0,80,1867,3.77123616633,2
2099,4,8,1,0.0,1868,80,3.46410161514,2
2100,4,3,1,0.0,80,1868,3.77123616633,2
2101,4,8,1,0.0,1869,80,3.46410161514,2
2102,4,3,1,0.0,80,1869,3.77123616633,2
2103,4,8,1,0.0,1870,80,3.46410161514,2
2104,4,3,1,0.0,80,1870,3.77123616633,2
2105,4,8,1,0.0,1871,80,3.46410161514,2
2106,4,3,1,0.0,80,1871,3.77123616633,2
2107,4,8,1,0.0,1872,80,3.46410161514,2
2108,4,3,1,0.0,80,1872,3.77123616633,2
2109,4,8,1,0.0,1873,80,3.46410161514,2
2110,4,3,1,0.0,80,1873,3.77123616633,2
2111,4,8,1,0.0,1874,80,3.46410161514,2
2112,4,3,1,0.0,80,1874,3.77123616633,2
2113,4,8,1,0.0,1875,80,3.46410161514,2
2114,4,3,1,0.0,80,1875,3.77123616633,2
2115,4,8,1,0.0,1876,80,3.46410161514,2
2116,4,3,1,0.0,80,1876,3.77123616633,2
2117,4,8,1,0.0,1687,80,3.46410161514,2
2118,4,3,1,0.0,80,1687,3.77123616633,2
2119,4,8,1,0.0,1877,80,3.46410161514,2
2120,4,3,1,0.0,80,1877,3.77123616633,2
2121,4,8,1,0.0,1878,80,3.46410161514,2
2122,4,3,1,0.0,80,1878,3.77123616633,2
2123,4,8,1,0.0,1879,80,3.46410161514,2
2124,4,3,1,0.0,80,1879,3.77123616633,2
2125,4,8,1,0.0,1880,80,3.46410161514,2
2126,4,3,1,0.0,80,1880,3.77123616633,2
2127,4,8,1,0.0,1881,80,3.46410161514,2
2128,4,3,1,0.0,80,1881,3.77123616633,2
2129,4,8,1,0.0,1882,80,3.46410161514,2
2130,4,3,1,0.0,80,1882,3.77123616633,2
2131,4,8,1,0.0,1883,80,3.46410161514,2
2132,4,3,1,0.0,80,1883,3.77123616633,2
2133,4,8,1,0.0,1884,80,3.46410161514,2
2134,4,3,1,0.0,80,1884,3.77123616633,2
2135,4,8,1,0.0,1885,80,3.46410161514,2
2136,4,3,1,0.0,80,1885,3.77123616633,2
2137,4,8,1,0.0,1886,80,3.46410161514,2
2138,4,3,1,0.0,80,1886,3.77123616633,2
2139,4,8,1,0.0,1688,80,3.46410161514,2
2140,4,3,1,0.0,80,1688,3.77123616633,2
2141,4,8,1,0.0,1887,80,3.46410161514,2
2142,4,3,1,0.0,80,1887,3.77123616633,2
2143,4,8,1,0.0,1888,80,3.46410161514,2
2144,4,3,1,0.0,80,1888,3.77123616633,2
2145,4,8,1,0.0,1889,80,3.46410161514,2
2146,4,3,1,0.0,80,1889,3.77123616633,2
2147,4,8,1,0.0,1890,80,3.46410161514,2
2148,4,3,1,0.0,80,1890,3.77123616633,2
2149,4,8,1,0.0,1891,80,3.46410161514,2
2150,4,3,1,0.0,80,1891,3.77123616633,2
2151,4,8,1,0.0,1892,80,3.46410161514,2
2152,4,3,1,0.0,80,1892,3.77123616633,2
2153,4,8,1,0.0,1893,80,3.46410161514,2
2154,4,3,1,0.0,80,1893,3.77123616633,2
2155,4,8,1,0.0,1894,80,3.46410161514,2
2156,4,3,1,0.0,80,1894,3.77123616633,2
2157,4,8,1,0.0,1895,80,3.46410161514,2
2158,4,3,1,0.0,80,1895,3.77123616633,2
2159,4,8,1,0.0,1896,80,3.46410161514,2
2160,4,3,1,0.0,80,1896,3.77123616633,2
2161,4,8,1,0.0,1689,80,3.46410161514,2
2162,4,3,1,0.0,80,1689,3.77123616633,2
2163,4,8,1,0.0,1897,80,3.46410161514,2
2164,4,3,1,0.0,80,1897,3.77123616633,2
2165,4,8,1,0.0,1898,80,3.46410161514,2
2166,4,3,1,0.0,80,1898,3.77123616633,2
2167,4,8,1,0.0,1899,80,3.46410161514,2
2168,4,3,1,0.0,80,1899,3.77123616633,2
2169,4,8,1,0.0,1900,80,3.46410161514,2
2170,4,3,1,0.0,80,1900,3.77123616633,2
2171,4,8,1,0.0,1901,80,3.46410161514,2
2172,4,3,1,0.0,80,1901,3.77123616633,2
2173,4,8,1,0.0,1902,80,3.46410161514,2
2174,4,3,1,0.0,80,1902,3.77123616633,2
2175,4,8,1,0.0,1903,80,3.46410161514,2
2176,4,3,1,0.0,80,1903,3.77123616633,2
2177,4,8,1,0.0,1904,80,3.46410161514,2
2178,4,3,1,0.0,80,1904,3.77123616633,2
2179,4,8,1,0.0,1905,80,3.46410161514,2
2180,4,3,1,0.0,80,1905,3.77123616633,2
2181,4,8,1,0.0,1906,80,3.46410161514,2
2182,4,3,1,0.0,80,1906,3.77123616633,2
2183,4,8,1,0.0,1690,80,3.46410161514,2
2184,4,3,1,0.0,80,1690,3.77123616633,2
2185,4,8,1,0.0,1907,80,3.46410161514,2
2186,4,3,1,0.0,80,1907,3.77123616633,2
2187,4,8,1,0.0,1908,80,3.46410161514,2
2188,4,3,1,0.0,80,1908,3.77123616633,2
2189,4,8,1,0.0,1909,80,3.46410161514,2
2190,4,3,1,0.0,80,1909,3.77123616633,2
2191,4,8,1,0.0,1910,80,3.46410161514,2
2192,4,3,1,0.0,80,1910,3.77123616633,2
2193,4,8,1,0.0,1911,80,3.46410161514,2
2194,4,3,1,0.0,80,1911,3.77123616633,2
2195,4,8,1,0.0,1912,80,3.46410161514,2
2196,4,3,1,0.0,80,1912,3.77123616633,2
2197,4,8,1,0.0,1913,80,3.46410161514,2
2198,4,3,1,0.0,80,1913,3.77123616633,2
2199,4,8,1,0.0,1914,80,3.46410161514,2
2200,4,3,1,0.0,80,1914,3.77123616633,2
2201,4,8,1,0.0,1915,80,3.46410161514,2
2202,4,3,1,0.0,80,1915,3.77123616633,2
2203,4,8,1,0.0,1916,80,3.46410161514,2
2204,4,3,1,0.0,80,1916,3.77123616633,2
2205,4,8,1,0.0,1691,80,3.46410161514,2
2206,4,3,1,0.0,80,1691,3.77123616633,2
2207,4,8,1,0.0,1917,80,3.46410161514,2
2208,4,3,1,0.0,80,1917,3.77123616633,2
2209,4,8,1,0.0,1918,80,3.46410161514,2
2210,4,3,1,0.0,80,1918,3.77123616633,2
2211,4,8,1,0.0,1919,80,3.46410161514,2
2212,4,3,1,0.0,80,1919,3.77123616633,2
2213,4,8,1,0.0,1920,80,3.46410161514,2
2214,4,3,1,0.0,80,1920,3.77123616633,2
2215,4,8,1,0.0,1921,80,3.46410161514,2
2216,4,3,1,0.0,80,1921,3.77123616633,2
2217,4,6,1,0.0,1922,80,0.0,2
2218,4,8,1,0.0,1692,80,3.46410161514,2
2219,4,3,1,0.0,80,1692,3.77123616633,2
2220,4,8,1,0.0,1693,80,3.46410161514,2
2221,4,3,1,0.0,80,1693,3.77123616633,2
2222,4,8,1,0.0,1694,80,3.46410161514,2
2223,4,3,1,0.0,80,1694,3.77123616633,2
2224,4,8,1,0.0,1695,80,3.46410161514,2
2225,4,3,1,0.0,80,1695,3.77123616633,2
2226,4,8,1,0.0,1696,80,3.46410161514,2
2227,4,3,1,0.0,80,1696,3.77123616633,2
2228,4,8,1,0.0,1669,80,3.46410161514,2
2229,4,3,1,0.0,80,1669,3.77123616633,2
2230,4,8,1,0.0,1697,80,3.46410161514,2
2231,4,3,1,0.0,80,1697,3.77123616633,2
2232,4,8,1,0.0,1698,80,3.46410161514,2
2233,4,3,1,0.0,80,1698,3.77123616633,2
2234,4,8,1,0.0,1699,80,3.46410161514,2
2235,4,3,1,0.0,80,1699,3.77123616633,2
2236,4,8,1,0.0,1700,80,3.46410161514,2
2237,4,3,1,0.0,80,1700,3.77123616633,2
2238,4,8,1,0.0,1701,80,3.46410161514,2
2239,4,3,1,0.0,80,1701,3.77123616633,2
2240,4,8,1,0.0,1702,80,3.46410161514,2
2241,4,3,1,0.0,80,1702,3.77123616633,2
2242,4,8,1,0.0,1703,80,3.46410161514,2
2243,4,3,1,0.0,80,1703,3.77123616633,2
2244,4,8,1,0.0,1704,80,3.46410161514,2
2245,4,3,1,0.0,80,1704,3.77123616633,2
2246,4,8,1,0.0,1705,80,3.46410161514,2
2247,4,3,1,0.0,80,1705,3.77123616633,2
2248,4,8,1,0.0,1706,80,3.46410161514,2
2249,4,3,1,0.0,80,1706,3.77123616633,2
2250,4,6,1,0.0,1670,80,0.0,2
2251,4,8,1,0.0,1707,80,3.46410161514,2
2252,4,3,1,0.0,80,1707,3.77123616633,2
2253,4,8,1,0.0,1708,80,3.46410161514,2
2254,4,3,1,0.0,80,1708,3.77123616633,2
2255,4,8,1,0.0,1709,80,3.46410161514,2
2256,4,3,1,0.0,80,1709,3.77123616633,2
2257,4,8,1,0.0,1710,80,3.46410161514,2
2258,4,3,1,0.0,80,1710,3.77123616633,2
2259,4,8,1,0.0,1711,80,3.46410161514,2
2260,4,3,1,0.0,80,1711,3.77123616633,2
2261,4,8,1,0.0,1712,80,3.46410161514,2
2262,4,3,1,0.0,80,1712,3.77123616633,2
2263,4,8,1,0.0,1713,80,3.46410161514,2
2264,4,3,1,0.0,80,1713,3.77123616633,2
2265,4,8,1,0.0,1714,80,3.46410161514,2
2266,4,3,1,0.0,80,1714,3.77123616633,2
2267,4,8,1,0.0,1715,80,3.46410161514,2
2268,4,3,1,0.0,80,1715,3.77123616633,2
2269,4,8,1,0.0,1716,80,3.46410161514,2
2270,4,3,1,0.0,80,1716,3.77123616633,2
2271,4,6,1,0.0,1671,80,0.0,2
2272,4,8,1,0.0,1717,80,3.46410161514,2
2273,4,3,1,0.0,80,1717,3.77123616633,2
2274,4,8,1,0.0,1718,80,3.46410161514,2
2275,4,3,1,0.0,80,1718,3.77123616633,2
2276,4,8,1,0.0,1719,80,3.46410161514,2
2277,4,3,1,0.0,80,1719,3.77123616633,2
2278,4,8,1,0.0,1720,80,3.46410161514,2
2279,4,3,1,0.0,80,1720,3.77123616633,2
2280,4,8,1,0.0,1721,80,3.46410161514,2
2281,4,3,1,0.0,80,1721,3.77123616633,2
2282,4,8,1,0.0,1722,80,3.46410161514,2
2283,4,3,1,0.0,80,1722,3.77123616633,2
2284,4,8,1,0.0,1723,80,3.46410161514,2
2285,4,3,1,0.0,80,1723,3.77123616633,2
2286,4,8,1,0.0,1724,80,3.46410161514,2
2287,4,3,1,0.0,80,1724,3.77123616633,2
2288,4,8,1,0.0,1725,80,3.46410161514,2
2289,4,3,1,0.0,80,1725,3.77123616633,2
2290,4,8,1,0.0,1726,80,3.46410161514,2
2291,4,3,1,0.0,80,1726,3.77123616633,2
2292,4,8,1,0.0,1672,80,3.46410161514,2
2293,4,3,1,0.0,80,1672,3.77123616633,2
2294,4,8,1,0.0,1727,80,3.46410161514,2
2295,4,3,1,0.0,80,1727,3.77123616633,2
2296,4,8,1,0.0,1728,80,3.46410161514,2
2297,4,3,1,0.0,80,1728,3.77123616633,2
2298,4,8,1,0.0,1729,80,3.46410161514,2
2299,4,3,1,0.0,80,1729,3.77123616633,2
2300,4,8,1,0.0,1730,80,3.46410161514,2
2301,4,3,1,0.0,80,1730,3.77123616633,2
2302,4,8,1,0.0,1731,80,3.46410161514,2
2303,4,3,1,0.0,80,1731,3.77123616633,2
2304,4,8,1,0.0,1732,80,3.46410161514,2
2305,4,3,1,0.0,80,1732,3.77123616633,2
2306,4,8,1,0.0,1733,80,3.46410161514,2
2307,4,3,1,0.0,80,1733,3.77123616633,2
2308,4,8,1,0.0,1734,80,3.46410161514,2
2309,4,3,1,0.0,80,1734,3.77123616633,2
2310,4,8,1,0.0,1735,80,3.46410161514,2
2311,4,3,1,0.0,80,1735,3.77123616633,2
2312,4,8,1,0.0,1736,80,3.46410161514,2
2313,4,3,1,0.0,80,1736,3.77123616633,2
2314,4,8,1,0.0,1673,80,3.46410161514,2
2315,4,3,1,0.0,80,1673,3.77123616633,2
2316,4,8,1,0.0,1737,80,3.46410161514,2
2317,4,3,1,0.0,80,1737,3.77123616633,2
2318,4,8,1,0.0,1738,80,3.46410161514,2
2319,4,3,1,0.0,80,1738,3.77123616633,2
2320,4,8,1,0.0,1739,80,3.46410161514,2
2321,4,3,1,0.0,80,1739,3.77123616633,2
2322,4,8,1,0.0,1740,80,3.46410161514,2
2323,4,3,1,0.0,80,1740,3.77123616633,2
2324,4,8,1,0.0,1741,80,3.46410161514,2
2325,4,3,1,0.0,80,1741,3.77123616633,2
2326,4,8,1,0.0,1742,80,3.46410161514,2
2327,4,3,1,0.0,80,1742,3.77123616633,2
2328,4,8,1,0.0,1743,80,3.46410161514,2
2329,4,3,1,0.0,80,1743,3.77123616633,2
2330,4,8,1,0.0,1744,80,3.46410161514,2
2331,4,3,1,0.0,80,1744,3.77123616633,2
2332,4,8,1,0.0,1745,80,3.46410161514,2
2333,4,3,1,0.0,80,1745,3.77123616633,2
2334,4,8,1,0.0,1746,80,3.46410161514,2
2335,4,3,1,0.0,80,1746,3.77123616633,2
2336,4,8,1,0.0,1674,80,3.46410161514,2
2337,4,3,1,0.0,80,1674,3.77123616633,2
2338,4,8,1,0.0,1747,80,3.46410161514,2
2339,4,3,1,0.0,80,1747,3.77123616633,2
2340,4,8,1,0.0,1748,80,3.46410161514,2
2341,4,3,1,0.0,80,1748,3.77123616633,2
2342,4,8,1,0.0,1749,80,3.46410161514,2
2343,4,3,1,0.0,80,1749,3.77123616633,2
2344,4,8,1,0.0,1750,80,3.46410161514,2
2345,4,3,1,0.0,80,1750,3.77123616633,2
2346,4,8,1,0.0,1751,80,3.46410161514,2
2347,4,3,1,0.0,80,1751,3.77123616633,2
2348,4,8,1,0.0,1752,80,3.46410161514,2
2349,4,3,1,0.0,80,1752,3.77123616633,2
2350,4,8,1,0.0,1753,80,3.46410161514,2
2351,4,3,1,0.0,80,1753,3.77123616633,2
2352,4,8,1,0.0,1754,80,3.46410161514,2
2353,4,3,1,0.0,80,1754,3.77123616633,2
2354,4,8,1,0.0,1755,80,3.46410161514,2
2355,4,3,1,0.0,80,1755,3.77123616633,2
2356,4,8,1,0.0,1756,80,3.46410161514,2
2357,4,3,1,0.0,80,1756,3.77123616633,2
2358,4,8,1,0.0,1675,80,3.46410161514,2
2359,4,3,1,0.0,80,1675,3.77123616633,2
