,percent_push,src_port,dst_port,std_byte,class
1876,0.0,1767,80,3.46410161514,BOT
1877,0.0,80,1767,3.77123616633,BOT
1878,0.0,1768,80,3.46410161514,BOT
1879,0.0,80,1768,3.77123616633,BOT
1880,0.0,1769,80,3.46410161514,BOT
1881,0.0,80,1769,3.77123616633,BOT
1882,0.0,1770,80,3.46410161514,BOT
1883,0.0,80,1770,3.77123616633,BOT
1884,0.0,1771,80,3.46410161514,BOT
1885,0.0,80,1771,3.77123616633,BOT
1886,0.0,1772,80,3.46410161514,BOT
1887,0.0,80,1772,3.77123616633,BOT
1888,0.0,1773,80,3.46410161514,BOT
1889,0.0,80,1773,3.77123616633,BOT
1890,0.0,1774,80,3.46410161514,BOT
1891,0.0,80,1774,3.77123616633,BOT
1892,0.0,1775,80,3.46410161514,BOT
1893,0.0,80,1775,3.77123616633,BOT
1894,0.0,1776,80,3.46410161514,BOT
1895,0.0,80,1776,3.77123616633,BOT
1896,0.0,1677,80,3.46410161514,BOT
1897,0.0,80,1677,3.77123616633,BOT
1898,0.0,1777,80,3.46410161514,BOT
1899,0.0,80,1777,3.77123616633,BOT
1900,0.0,1778,80,3.46410161514,BOT
1901,0.0,80,1778,3.77123616633,BOT
1902,0.0,1779,80,3.46410161514,BOT
1903,0.0,80,1779,3.77123616633,BOT
1904,0.0,1780,80,3.46410161514,BOT
1905,0.0,80,1780,3.77123616633,BOT
1906,0.0,1781,80,3.46410161514,BOT
1907,0.0,80,1781,3.77123616633,BOT
1908,0.0,1782,80,3.46410161514,BOT
1909,0.0,80,1782,3.77123616633,BOT
1910,0.0,1783,80,3.46410161514,BOT
1911,0.0,80,1783,3.77123616633,BOT
1912,0.0,1784,80,3.46410161514,BOT
1913,0.0,80,1784,3.77123616633,BOT
1914,0.0,1785,80,3.46410161514,BOT
1915,0.0,80,1785,3.77123616633,BOT
1916,0.0,1786,80,3.46410161514,BOT
1917,0.0,80,1786,3.77123616633,BOT
1918,0.0,1678,80,3.46410161514,BOT
1919,0.0,80,1678,3.77123616633,BOT
1920,0.0,1787,80,3.46410161514,BOT
1921,0.0,80,1787,3.77123616633,BOT
1922,0.0,1788,80,3.46410161514,BOT
1923,0.0,80,1788,3.77123616633,BOT
1924,0.0,1789,80,3.46410161514,BOT
1925,0.0,80,1789,3.77123616633,BOT
1926,0.0,1790,80,3.46410161514,BOT
1927,0.0,80,1790,3.77123616633,BOT
1928,0.0,1791,80,3.46410161514,BOT
1929,0.0,80,1791,3.77123616633,BOT
1930,0.0,1792,80,3.46410161514,BOT
1931,0.0,80,1792,3.77123616633,BOT
1932,0.0,1793,80,3.46410161514,BOT
1933,0.0,80,1793,3.77123616633,BOT
1934,0.0,1794,80,3.46410161514,BOT
1935,0.0,80,1794,3.77123616633,BOT
1936,0.0,1795,80,3.46410161514,BOT
1937,0.0,80,1795,3.77123616633,BOT
1938,0.0,1796,80,3.46410161514,BOT
1939,0.0,80,1796,3.77123616633,BOT
1940,0.0,1679,80,3.46410161514,BOT
1941,0.0,80,1679,3.77123616633,BOT
1942,0.0,1797,80,3.46410161514,BOT
1943,0.0,80,1797,3.77123616633,BOT
1944,0.0,1798,80,3.46410161514,BOT
1945,0.0,80,1798,3.77123616633,BOT
1946,0.0,1799,80,3.46410161514,BOT
1947,0.0,80,1799,3.77123616633,BOT
1948,0.0,1800,80,3.46410161514,BOT
1949,0.0,80,1800,3.77123616633,BOT
1950,0.0,1801,80,3.46410161514,BOT
1951,0.0,80,1801,3.77123616633,BOT
1952,0.0,1802,80,3.46410161514,BOT
1953,0.0,80,1802,3.77123616633,BOT
1954,0.0,1803,80,3.46410161514,BOT
1955,0.0,80,1803,3.77123616633,BOT
1956,0.0,1804,80,3.46410161514,BOT
1957,0.0,80,1804,3.77123616633,BOT
1958,0.0,1805,80,3.46410161514,BOT
1959,0.0,80,1805,3.77123616633,BOT
1960,0.0,1806,80,3.46410161514,BOT
1961,0.0,80,1806,3.77123616633,BOT
1962,0.0,1680,80,3.46410161514,BOT
1963,0.0,80,1680,3.77123616633,BOT
1964,0.0,1807,80,3.46410161514,BOT
1965,0.0,80,1807,3.77123616633,BOT
1966,0.0,1808,80,3.46410161514,BOT
1967,0.0,80,1808,3.77123616633,BOT
1968,0.0,1809,80,3.46410161514,BOT
1969,0.0,80,1809,3.77123616633,BOT
1970,0.0,1810,80,3.46410161514,BOT
1971,0.0,80,1810,3.77123616633,BOT
1972,0.0,1811,80,3.46410161514,BOT
1973,0.0,80,1811,3.77123616633,BOT
1974,0.0,1812,80,3.46410161514,BOT
1975,0.0,80,1812,3.77123616633,BOT
1976,0.0,1813,80,3.46410161514,BOT
1977,0.0,80,1813,3.77123616633,BOT
1978,0.0,1814,80,3.46410161514,BOT
1979,0.0,80,1814,3.77123616633,BOT
1980,0.0,1815,80,3.46410161514,BOT
1981,0.0,80,1815,3.77123616633,BOT
1982,0.0,1816,80,3.46410161514,BOT
1983,0.0,80,1816,3.77123616633,BOT
1984,0.0,1681,80,3.46410161514,BOT
1985,0.0,80,1681,3.77123616633,BOT
1986,0.0,1817,80,3.46410161514,BOT
1987,0.0,80,1817,3.77123616633,BOT
1988,0.0,1818,80,3.46410161514,BOT
1989,0.0,80,1818,3.77123616633,BOT
1990,0.0,1819,80,3.46410161514,BOT
1991,0.0,80,1819,3.77123616633,BOT
1992,0.0,1820,80,3.46410161514,BOT
1993,0.0,80,1820,3.77123616633,BOT
1994,0.0,1821,80,3.46410161514,BOT
1995,0.0,80,1821,3.77123616633,BOT
1996,0.0,1822,80,3.46410161514,BOT
1997,0.0,80,1822,3.77123616633,BOT
1998,0.0,1823,80,3.46410161514,BOT
1999,0.0,80,1823,3.77123616633,BOT
2000,0.0,1824,80,3.46410161514,BOT
2001,0.0,80,1824,3.77123616633,BOT
2002,0.0,1825,80,3.46410161514,BOT
2003,0.0,80,1825,3.77123616633,BOT
2004,0.0,1826,80,3.46410161514,BOT
2005,0.0,80,1826,3.77123616633,BOT
2006,0.0,1682,80,3.46410161514,BOT
2007,0.0,80,1682,3.77123616633,BOT
2008,0.0,1827,80,3.46410161514,BOT
2009,0.0,80,1827,3.77123616633,BOT
2010,0.0,1828,80,3.46410161514,BOT
2011,0.0,80,1828,3.77123616633,BOT
2012,0.0,1829,80,3.46410161514,BOT
2013,0.0,80,1829,3.77123616633,BOT
2014,0.0,1830,80,3.46410161514,BOT
2015,0.0,80,1830,3.77123616633,BOT
2016,0.0,1831,80,3.46410161514,BOT
2017,0.0,80,1831,3.77123616633,BOT
2018,0.0,1832,80,3.46410161514,BOT
2019,0.0,80,1832,3.77123616633,BOT
2020,0.0,1833,80,3.46410161514,BOT
2021,0.0,80,1833,3.77123616633,BOT
2022,0.0,1834,80,3.46410161514,BOT
2023,0.0,80,1834,3.77123616633,BOT
2024,0.0,1835,80,3.46410161514,BOT
2025,0.0,80,1835,3.77123616633,BOT
2026,0.0,1836,80,3.46410161514,BOT
2027,0.0,80,1836,3.77123616633,BOT
2028,0.0,1683,80,3.46410161514,BOT
2029,0.0,80,1683,3.77123616633,BOT
2030,0.0,1837,80,3.46410161514,BOT
2031,0.0,80,1837,3.77123616633,BOT
2032,0.0,1838,80,3.46410161514,BOT
2033,0.0,80,1838,3.77123616633,BOT
2034,0.0,1839,80,3.46410161514,BOT
2035,0.0,80,1839,3.77123616633,BOT
2036,0.0,1840,80,3.46410161514,BOT
2037,0.0,80,1840,3.77123616633,BOT
2038,0.0,1841,80,3.46410161514,BOT
2039,0.0,80,1841,3.77123616633,BOT
2040,0.0,1842,80,3.46410161514,BOT
2041,0.0,80,1842,3.77123616633,BOT
2042,0.0,1843,80,3.46410161514,BOT
2043,0.0,80,1843,3.77123616633,BOT
2044,0.0,1844,80,3.46410161514,BOT
2045,0.0,80,1844,3.77123616633,BOT
2046,0.0,1845,80,3.46410161514,BOT
2047,0.0,80,1845,3.77123616633,BOT
2048,0.0,1846,80,3.46410161514,BOT
2049,0.0,80,1846,3.77123616633,BOT
2050,0.0,1684,80,3.46410161514,BOT
2051,0.0,80,1684,3.77123616633,BOT
2052,0.0,1847,80,3.46410161514,BOT
2053,0.0,80,1847,3.77123616633,BOT
2054,0.0,1848,80,3.46410161514,BOT
2055,0.0,80,1848,3.77123616633,BOT
2056,0.0,1849,80,3.46410161514,BOT
2057,0.0,80,1849,3.77123616633,BOT
2058,0.0,1850,80,3.46410161514,BOT
2059,0.0,80,1850,3.77123616633,BOT
2060,0.0,1851,80,3.46410161514,BOT
2061,0.0,80,1851,3.77123616633,BOT
2062,0.0,1852,80,3.46410161514,BOT
2063,0.0,80,1852,3.77123616633,BOT
2064,0.0,1853,80,3.46410161514,BOT
2065,0.0,80,1853,3.77123616633,BOT
2066,0.0,1854,80,3.46410161514,BOT
2067,0.0,80,1854,3.77123616633,BOT
2068,0.0,1855,80,3.46410161514,BOT
2069,0.0,80,1855,3.77123616633,BOT
2070,0.0,1856,80,3.46410161514,BOT
2071,0.0,80,1856,3.77123616633,BOT
2072,0.0,1685,80,3.46410161514,BOT
2073,0.0,80,1685,3.77123616633,BOT
2074,0.0,1857,80,3.46410161514,BOT
2075,0.0,80,1857,3.77123616633,BOT
2076,0.0,1858,80,3.46410161514,BOT
2077,0.0,80,1858,3.77123616633,BOT
2078,0.0,1859,80,3.46410161514,BOT
2079,0.0,80,1859,3.77123616633,BOT
2080,0.0,1860,80,3.46410161514,BOT
2081,0.0,80,1860,3.77123616633,BOT
2082,0.0,1861,80,3.46410161514,BOT
2083,0.0,80,1861,3.77123616633,BOT
2084,0.0,1862,80,3.46410161514,BOT
2085,0.0,80,1862,3.77123616633,BOT
2086,0.0,1863,80,3.46410161514,BOT
2087,0.0,80,1863,3.77123616633,BOT
2088,0.0,1864,80,3.46410161514,BOT
2089,0.0,80,1864,3.77123616633,BOT
2090,0.0,1865,80,3.46410161514,BOT
2091,0.0,80,1865,3.77123616633,BOT
2092,0.0,1866,80,3.46410161514,BOT
2093,0.0,80,1866,3.77123616633,BOT
2094,0.0,1686,80,3.46410161514,BOT
2095,0.0,80,1686,3.77123616633,BOT
2096,0.0,1668,80,0.0,BOT
2097,0.0,1867,80,3.46410161514,BOT
2098,0.0,80,1867,3.77123616633,BOT
2099,0.0,1868,80,3.46410161514,BOT
2100,0.0,80,1868,3.77123616633,BOT
2101,0.0,1869,80,3.46410161514,BOT
2102,0.0,80,1869,3.77123616633,BOT
2103,0.0,1870,80,3.46410161514,BOT
2104,0.0,80,1870,3.77123616633,BOT
2105,0.0,1871,80,3.46410161514,BOT
2106,0.0,80,1871,3.77123616633,BOT
2107,0.0,1872,80,3.46410161514,BOT
2108,0.0,80,1872,3.77123616633,BOT
2109,0.0,1873,80,3.46410161514,BOT
2110,0.0,80,1873,3.77123616633,BOT
2111,0.0,1874,80,3.46410161514,BOT
2112,0.0,80,1874,3.77123616633,BOT
2113,0.0,1875,80,3.46410161514,BOT
2114,0.0,80,1875,3.77123616633,BOT
2115,0.0,1876,80,3.46410161514,BOT
2116,0.0,80,1876,3.77123616633,BOT
2117,0.0,1687,80,3.46410161514,BOT
2118,0.0,80,1687,3.77123616633,BOT
2119,0.0,1877,80,3.46410161514,BOT
2120,0.0,80,1877,3.77123616633,BOT
2121,0.0,1878,80,3.46410161514,BOT
2122,0.0,80,1878,3.77123616633,BOT
2123,0.0,1879,80,3.46410161514,BOT
2124,0.0,80,1879,3.77123616633,BOT
2125,0.0,1880,80,3.46410161514,BOT
2126,0.0,80,1880,3.77123616633,BOT
2127,0.0,1881,80,3.46410161514,BOT
2128,0.0,80,1881,3.77123616633,BOT
2129,0.0,1882,80,3.46410161514,BOT
2130,0.0,80,1882,3.77123616633,BOT
2131,0.0,1883,80,3.46410161514,BOT
2132,0.0,80,1883,3.77123616633,BOT
2133,0.0,1884,80,3.46410161514,BOT
2134,0.0,80,1884,3.77123616633,BOT
2135,0.0,1885,80,3.46410161514,BOT
2136,0.0,80,1885,3.77123616633,BOT
2137,0.0,1886,80,3.46410161514,BOT
2138,0.0,80,1886,3.77123616633,BOT
2139,0.0,1688,80,3.46410161514,BOT
2140,0.0,80,1688,3.77123616633,BOT
2141,0.0,1887,80,3.46410161514,BOT
2142,0.0,80,1887,3.77123616633,BOT
2143,0.0,1888,80,3.46410161514,BOT
2144,0.0,80,1888,3.77123616633,BOT
2145,0.0,1889,80,3.46410161514,BOT
2146,0.0,80,1889,3.77123616633,BOT
2147,0.0,1890,80,3.46410161514,BOT
2148,0.0,80,1890,3.77123616633,BOT
2149,0.0,1891,80,3.46410161514,BOT
2150,0.0,80,1891,3.77123616633,BOT
2151,0.0,1892,80,3.46410161514,BOT
2152,0.0,80,1892,3.77123616633,BOT
2153,0.0,1893,80,3.46410161514,BOT
2154,0.0,80,1893,3.77123616633,BOT
2155,0.0,1894,80,3.46410161514,BOT
2156,0.0,80,1894,3.77123616633,BOT
2157,0.0,1895,80,3.46410161514,BOT
2158,0.0,80,1895,3.77123616633,BOT
2159,0.0,1896,80,3.46410161514,BOT
2160,0.0,80,1896,3.77123616633,BOT
2161,0.0,1689,80,3.46410161514,BOT
2162,0.0,80,1689,3.77123616633,BOT
2163,0.0,1897,80,3.46410161514,BOT
2164,0.0,80,1897,3.77123616633,BOT
2165,0.0,1898,80,3.46410161514,BOT
2166,0.0,80,1898,3.77123616633,BOT
2167,0.0,1899,80,3.46410161514,BOT
2168,0.0,80,1899,3.77123616633,BOT
2169,0.0,1900,80,3.46410161514,BOT
2170,0.0,80,1900,3.77123616633,BOT
2171,0.0,1901,80,3.46410161514,BOT
2172,0.0,80,1901,3.77123616633,BOT
2173,0.0,1902,80,3.46410161514,BOT
2174,0.0,80,1902,3.77123616633,BOT
2175,0.0,1903,80,3.46410161514,BOT
2176,0.0,80,1903,3.77123616633,BOT
2177,0.0,1904,80,3.46410161514,BOT
2178,0.0,80,1904,3.77123616633,BOT
2179,0.0,1905,80,3.46410161514,BOT
2180,0.0,80,1905,3.77123616633,BOT
2181,0.0,1906,80,3.46410161514,BOT
2182,0.0,80,1906,3.77123616633,BOT
2183,0.0,1690,80,3.46410161514,BOT
2184,0.0,80,1690,3.77123616633,BOT
2185,0.0,1907,80,3.46410161514,BOT
2186,0.0,80,1907,3.77123616633,BOT
2187,0.0,1908,80,3.46410161514,BOT
2188,0.0,80,1908,3.77123616633,BOT
2189,0.0,1909,80,3.46410161514,BOT
2190,0.0,80,1909,3.77123616633,BOT
2191,0.0,1910,80,3.46410161514,BOT
2192,0.0,80,1910,3.77123616633,BOT
2193,0.0,1911,80,3.46410161514,BOT
2194,0.0,80,1911,3.77123616633,BOT
2195,0.0,1912,80,3.46410161514,BOT
2196,0.0,80,1912,3.77123616633,BOT
2197,0.0,1913,80,3.46410161514,BOT
2198,0.0,80,1913,3.77123616633,BOT
2199,0.0,1914,80,3.46410161514,BOT
2200,0.0,80,1914,3.77123616633,BOT
2201,0.0,1915,80,3.46410161514,BOT
2202,0.0,80,1915,3.77123616633,BOT
2203,0.0,1916,80,3.46410161514,BOT
2204,0.0,80,1916,3.77123616633,BOT
2205,0.0,1691,80,3.46410161514,BOT
2206,0.0,80,1691,3.77123616633,BOT
2207,0.0,1917,80,3.46410161514,BOT
2208,0.0,80,1917,3.77123616633,BOT
2209,0.0,1918,80,3.46410161514,BOT
2210,0.0,80,1918,3.77123616633,BOT
2211,0.0,1919,80,3.46410161514,BOT
2212,0.0,80,1919,3.77123616633,BOT
2213,0.0,1920,80,3.46410161514,BOT
2214,0.0,80,1920,3.77123616633,BOT
2215,0.0,1921,80,3.46410161514,BOT
2216,0.0,80,1921,3.77123616633,BOT
2217,0.0,1922,80,0.0,BOT
2218,0.0,1692,80,3.46410161514,BOT
2219,0.0,80,1692,3.77123616633,BOT
2220,0.0,1693,80,3.46410161514,BOT
2221,0.0,80,1693,3.77123616633,BOT
2222,0.0,1694,80,3.46410161514,BOT
2223,0.0,80,1694,3.77123616633,BOT
2224,0.0,1695,80,3.46410161514,BOT
2225,0.0,80,1695,3.77123616633,BOT
2226,0.0,1696,80,3.46410161514,BOT
2227,0.0,80,1696,3.77123616633,BOT
2228,0.0,1669,80,3.46410161514,BOT
2229,0.0,80,1669,3.77123616633,BOT
2230,0.0,1697,80,3.46410161514,BOT
2231,0.0,80,1697,3.77123616633,BOT
2232,0.0,1698,80,3.46410161514,BOT
2233,0.0,80,1698,3.77123616633,BOT
2234,0.0,1699,80,3.46410161514,BOT
2235,0.0,80,1699,3.77123616633,BOT
2236,0.0,1700,80,3.46410161514,BOT
2237,0.0,80,1700,3.77123616633,BOT
2238,0.0,1701,80,3.46410161514,BOT
2239,0.0,80,1701,3.77123616633,BOT
2240,0.0,1702,80,3.46410161514,BOT
2241,0.0,80,1702,3.77123616633,BOT
2242,0.0,1703,80,3.46410161514,BOT
2243,0.0,80,1703,3.77123616633,BOT
2244,0.0,1704,80,3.46410161514,BOT
2245,0.0,80,1704,3.77123616633,BOT
2246,0.0,1705,80,3.46410161514,BOT
2247,0.0,80,1705,3.77123616633,BOT
2248,0.0,1706,80,3.46410161514,BOT
2249,0.0,80,1706,3.77123616633,BOT
2250,0.0,1670,80,0.0,BOT
2251,0.0,1707,80,3.46410161514,BOT
2252,0.0,80,1707,3.77123616633,BOT
2253,0.0,1708,80,3.46410161514,BOT
2254,0.0,80,1708,3.77123616633,BOT
2255,0.0,1709,80,3.46410161514,BOT
2256,0.0,80,1709,3.77123616633,BOT
2257,0.0,1710,80,3.46410161514,BOT
2258,0.0,80,1710,3.77123616633,BOT
2259,0.0,1711,80,3.46410161514,BOT
2260,0.0,80,1711,3.77123616633,BOT
2261,0.0,1712,80,3.46410161514,BOT
2262,0.0,80,1712,3.77123616633,BOT
2263,0.0,1713,80,3.46410161514,BOT
2264,0.0,80,1713,3.77123616633,BOT
2265,0.0,1714,80,3.46410161514,BOT
2266,0.0,80,1714,3.77123616633,BOT
2267,0.0,1715,80,3.46410161514,BOT
2268,0.0,80,1715,3.77123616633,BOT
2269,0.0,1716,80,3.46410161514,BOT
2270,0.0,80,1716,3.77123616633,BOT
2271,0.0,1671,80,0.0,BOT
2272,0.0,1717,80,3.46410161514,BOT
2273,0.0,80,1717,3.77123616633,BOT
2274,0.0,1718,80,3.46410161514,BOT
2275,0.0,80,1718,3.77123616633,BOT
2276,0.0,1719,80,3.46410161514,BOT
2277,0.0,80,1719,3.77123616633,BOT
2278,0.0,1720,80,3.46410161514,BOT
2279,0.0,80,1720,3.77123616633,BOT
2280,0.0,1721,80,3.46410161514,BOT
2281,0.0,80,1721,3.77123616633,BOT
2282,0.0,1722,80,3.46410161514,BOT
2283,0.0,80,1722,3.77123616633,BOT
2284,0.0,1723,80,3.46410161514,BOT
2285,0.0,80,1723,3.77123616633,BOT
2286,0.0,1724,80,3.46410161514,BOT
2287,0.0,80,1724,3.77123616633,BOT
2288,0.0,1725,80,3.46410161514,BOT
2289,0.0,80,1725,3.77123616633,BOT
2290,0.0,1726,80,3.46410161514,BOT
2291,0.0,80,1726,3.77123616633,BOT
2292,0.0,1672,80,3.46410161514,BOT
2293,0.0,80,1672,3.77123616633,BOT
2294,0.0,1727,80,3.46410161514,BOT
2295,0.0,80,1727,3.77123616633,BOT
2296,0.0,1728,80,3.46410161514,BOT
2297,0.0,80,1728,3.77123616633,BOT
2298,0.0,1729,80,3.46410161514,BOT
2299,0.0,80,1729,3.77123616633,BOT
2300,0.0,1730,80,3.46410161514,BOT
2301,0.0,80,1730,3.77123616633,BOT
2302,0.0,1731,80,3.46410161514,BOT
2303,0.0,80,1731,3.77123616633,BOT
2304,0.0,1732,80,3.46410161514,BOT
2305,0.0,80,1732,3.77123616633,BOT
2306,0.0,1733,80,3.46410161514,BOT
2307,0.0,80,1733,3.77123616633,BOT
2308,0.0,1734,80,3.46410161514,BOT
2309,0.0,80,1734,3.77123616633,BOT
2310,0.0,1735,80,3.46410161514,BOT
2311,0.0,80,1735,3.77123616633,BOT
2312,0.0,1736,80,3.46410161514,BOT
2313,0.0,80,1736,3.77123616633,BOT
2314,0.0,1673,80,3.46410161514,BOT
2315,0.0,80,1673,3.77123616633,BOT
2316,0.0,1737,80,3.46410161514,BOT
2317,0.0,80,1737,3.77123616633,BOT
2318,0.0,1738,80,3.46410161514,BOT
2319,0.0,80,1738,3.77123616633,BOT
2320,0.0,1739,80,3.46410161514,BOT
2321,0.0,80,1739,3.77123616633,BOT
2322,0.0,1740,80,3.46410161514,BOT
2323,0.0,80,1740,3.77123616633,BOT
2324,0.0,1741,80,3.46410161514,BOT
2325,0.0,80,1741,3.77123616633,BOT
2326,0.0,1742,80,3.46410161514,BOT
2327,0.0,80,1742,3.77123616633,BOT
2328,0.0,1743,80,3.46410161514,BOT
2329,0.0,80,1743,3.77123616633,BOT
2330,0.0,1744,80,3.46410161514,BOT
2331,0.0,80,1744,3.77123616633,BOT
2332,0.0,1745,80,3.46410161514,BOT
2333,0.0,80,1745,3.77123616633,BOT
2334,0.0,1746,80,3.46410161514,BOT
2335,0.0,80,1746,3.77123616633,BOT
2336,0.0,1674,80,3.46410161514,BOT
2337,0.0,80,1674,3.77123616633,BOT
2338,0.0,1747,80,3.46410161514,BOT
2339,0.0,80,1747,3.77123616633,BOT
2340,0.0,1748,80,3.46410161514,BOT
2341,0.0,80,1748,3.77123616633,BOT
2342,0.0,1749,80,3.46410161514,BOT
2343,0.0,80,1749,3.77123616633,BOT
2344,0.0,1750,80,3.46410161514,BOT
2345,0.0,80,1750,3.77123616633,BOT
2346,0.0,1751,80,3.46410161514,BOT
2347,0.0,80,1751,3.77123616633,BOT
2348,0.0,1752,80,3.46410161514,BOT
2349,0.0,80,1752,3.77123616633,BOT
2350,0.0,1753,80,3.46410161514,BOT
2351,0.0,80,1753,3.77123616633,BOT
2352,0.0,1754,80,3.46410161514,BOT
2353,0.0,80,1754,3.77123616633,BOT
2354,0.0,1755,80,3.46410161514,BOT
2355,0.0,80,1755,3.77123616633,BOT
2356,0.0,1756,80,3.46410161514,BOT
2357,0.0,80,1756,3.77123616633,BOT
2358,0.0,1675,80,3.46410161514,BOT
2359,0.0,80,1675,3.77123616633,BOT
2360,0.0,1757,80,3.46410161514,BOT
2361,0.0,80,1757,3.77123616633,BOT
2362,0.0,1758,80,3.46410161514,BOT
2363,0.0,80,1758,3.77123616633,BOT
2364,0.0,1759,80,3.46410161514,BOT
2365,0.0,80,1759,3.77123616633,BOT
2366,0.0,1760,80,3.46410161514,BOT
2367,0.0,80,1760,3.77123616633,BOT
2368,0.0,1761,80,3.46410161514,BOT
2369,0.0,80,1761,3.77123616633,BOT
2370,0.0,1762,80,3.46410161514,BOT
2371,0.0,80,1762,3.77123616633,BOT
2372,0.0,1763,80,3.46410161514,BOT
2373,0.0,80,1763,3.77123616633,BOT
2374,0.0,1764,80,3.46410161514,BOT
2375,0.0,80,1764,3.77123616633,BOT
2376,0.0,1765,80,3.46410161514,BOT
2377,0.0,80,1765,3.77123616633,BOT
2378,0.0,1766,80,3.46410161514,BOT
2379,0.0,80,1766,3.77123616633,BOT
2380,0.0,1676,80,3.46410161514,BOT
2381,0.0,80,1676,3.77123616633,BOT
2382,0.0,1923,80,0.0,BOT
2383,0.0,2023,80,3.46410161514,BOT
2384,0.0,80,2023,3.77123616633,BOT
2385,0.0,2024,80,3.46410161514,BOT
2386,0.0,80,2024,3.77123616633,BOT
2387,0.0,2025,80,3.46410161514,BOT
2388,0.0,80,2025,3.77123616633,BOT
2389,0.0,2026,80,3.46410161514,BOT
2390,0.0,80,2026,3.77123616633,BOT
2391,0.0,2027,80,3.46410161514,BOT
2392,0.0,80,2027,3.77123616633,BOT
2393,0.0,2028,80,3.46410161514,BOT
2394,0.0,80,2028,3.77123616633,BOT
2395,0.0,2029,80,3.46410161514,BOT
2396,0.0,80,2029,3.77123616633,BOT
2397,0.0,2030,80,3.46410161514,BOT
2398,0.0,80,2030,3.77123616633,BOT
2399,0.0,2031,80,3.46410161514,BOT
2400,0.0,80,2031,3.77123616633,BOT
2401,0.0,2032,80,3.46410161514,BOT
2402,0.0,80,2032,3.77123616633,BOT
2403,0.0,1933,80,3.46410161514,BOT
2404,0.0,80,1933,3.77123616633,BOT
2405,0.0,2033,80,3.46410161514,BOT
2406,0.0,80,2033,3.77123616633,BOT
2407,0.0,2034,80,3.46410161514,BOT
2408,0.0,80,2034,3.77123616633,BOT
2409,0.0,2035,80,3.46410161514,BOT
2410,0.0,80,2035,3.77123616633,BOT
2411,0.0,2036,80,3.46410161514,BOT
2412,0.0,80,2036,3.77123616633,BOT
2413,0.0,2037,80,3.46410161514,BOT
2414,0.0,80,2037,3.77123616633,BOT
2415,0.0,2038,80,3.46410161514,BOT
2416,0.0,80,2038,3.77123616633,BOT
2417,0.0,2039,80,3.46410161514,BOT
2418,0.0,80,2039,3.77123616633,BOT
2419,0.0,2040,80,3.46410161514,BOT
2420,0.0,80,2040,3.77123616633,BOT
2421,0.0,2041,80,3.46410161514,BOT
2422,0.0,80,2041,3.77123616633,BOT
2423,0.0,2042,80,3.46410161514,BOT
2424,0.0,80,2042,3.77123616633,BOT
2425,0.0,1934,80,3.46410161514,BOT
2426,0.0,80,1934,3.77123616633,BOT
2427,0.0,2043,80,3.46410161514,BOT
2428,0.0,80,2043,3.77123616633,BOT
2429,0.0,2044,80,3.46410161514,BOT
2430,0.0,80,2044,3.77123616633,BOT
2431,0.0,2045,80,3.46410161514,BOT
2432,0.0,80,2045,3.77123616633,BOT
2433,0.0,2046,80,3.46410161514,BOT
2434,0.0,80,2046,3.77123616633,BOT
2435,0.0,2047,80,3.46410161514,BOT
2436,0.0,80,2047,3.77123616633,BOT
2437,0.0,2048,80,3.46410161514,BOT
2438,0.0,80,2048,3.77123616633,BOT
2439,0.0,2049,80,3.46410161514,BOT
2440,0.0,80,2049,3.77123616633,BOT
2441,0.0,2050,80,3.46410161514,BOT
2442,0.0,80,2050,3.77123616633,BOT
2443,0.0,2051,80,3.46410161514,BOT
2444,0.0,80,2051,3.77123616633,BOT
2445,0.0,2052,80,3.46410161514,BOT
2446,0.0,80,2052,3.77123616633,BOT
2447,0.0,1935,80,3.46410161514,BOT
2448,0.0,80,1935,3.77123616633,BOT
2449,0.0,2053,80,3.46410161514,BOT
2450,0.0,80,2053,3.77123616633,BOT
2451,0.0,2054,80,3.46410161514,BOT
2452,0.0,80,2054,3.77123616633,BOT
2453,0.0,2055,80,3.46410161514,BOT
2454,0.0,80,2055,3.77123616633,BOT
2455,0.0,2056,80,3.46410161514,BOT
2456,0.0,80,2056,3.77123616633,BOT
2457,0.0,2057,80,3.46410161514,BOT
2458,0.0,80,2057,3.77123616633,BOT
2459,0.0,2058,80,3.46410161514,BOT
2460,0.0,80,2058,3.77123616633,BOT
2461,0.0,2059,80,3.46410161514,BOT
2462,0.0,80,2059,3.77123616633,BOT
2463,0.0,2060,80,3.46410161514,BOT
2464,0.0,80,2060,3.77123616633,BOT
2465,0.0,2061,80,3.46410161514,BOT
2466,0.0,80,2061,3.77123616633,BOT
2467,0.0,2062,80,3.46410161514,BOT
2468,0.0,80,2062,3.77123616633,BOT
2469,0.0,1936,80,3.46410161514,BOT
2470,0.0,80,1936,3.77123616633,BOT
2471,0.0,2063,80,3.46410161514,BOT
2472,0.0,80,2063,3.77123616633,BOT
2473,0.0,2064,80,3.46410161514,BOT
2474,0.0,80,2064,3.77123616633,BOT
2475,0.0,2065,80,3.46410161514,BOT
2476,0.0,80,2065,3.77123616633,BOT
2477,0.0,2066,80,3.46410161514,BOT
2478,0.0,80,2066,3.77123616633,BOT
2479,0.0,2067,80,3.46410161514,BOT
2480,0.0,80,2067,3.77123616633,BOT
2481,0.0,2068,80,3.46410161514,BOT
2482,0.0,80,2068,3.77123616633,BOT
2483,0.0,2069,80,3.46410161514,BOT
