perspect0,perspect1,class,confidence
2,2,2,"[1.9304885171387907, 98.06951148286142]"
2,2,2,"[1.931650310115128, 98.06834968988471]"
2,2,2,"[1.9305335413661715, 98.0694664586339]"
2,2,2,"[1.9316904738254417, 98.06830952617442]"
2,2,2,"[1.9305786330384893, 98.06942136696173]"
2,2,2,"[1.9317307001327109, 98.06826929986718]"
2,2,2,"[1.9235354182520024, 98.07646458174807]"
2,2,2,"[1.925487362895494, 98.0745126371043]"
2,2,2,"[1.928632267360169, 98.07136773263974]"
2,2,2,"[1.9306237921706255, 98.0693762078295]"
2,2,2,"[1.9317709890493688, 98.06822901095049]"
2,2,2,"[1.9306690187774962, 98.06933098122263]"
2,2,2,"[1.9318113405878803, 98.06818865941207]"
2,2,2,"[1.93071431287404, 98.06928568712604]"
2,2,2,"[1.931851754760715, 98.06814824523923]"
2,2,2,"[1.9307596744752158, 98.06924032552496]"
2,2,2,"[1.9318922315803735, 98.06810776841948]"
2,2,2,"[1.9308051035960019, 98.06919489640416]"
2,2,2,"[1.9319327710593803, 98.06806722894052]"
2,2,2,"[1.9308506002514099, 98.06914939974872]"
2,2,2,"[1.9319733732102615, 98.06802662678953]"
2,2,2,"[1.9308961644564675, 98.06910383554373]"
2,2,2,"[1.9320140380455888, 98.06798596195435]"
2,2,2,"[1.930941796226226, 98.06905820377392]"
2,2,2,"[1.9320547655779303, 98.06794523442198]"
2,2,2,"[1.9309874955757578, 98.06901250442439]"
2,2,2,"[1.9320955558198873, 98.06790444417993]"
2,2,2,"[1.931033262520165, 98.06896673748005]"
2,2,2,"[1.932136408784077, 98.0678635912157]"
2,2,2,"[1.923568652869264, 98.07643134713081]"
2,2,2,"[1.9255165637550322, 98.07448343624483]"
2,2,2,"[1.9310790970745626, 98.06892090292564]"
2,2,2,"[1.9321773244831368, 98.06782267551665]"
2,2,2,"[1.9311249992540949, 98.06887500074606]"
2,2,2,"[1.9322183029297286, 98.0677816970701]"
2,2,2,"[1.9311709690739363, 98.06882903092625]"
2,2,2,"[1.9322593441365195, 98.06774065586325]"
2,2,2,"[1.9312170065492695, 98.06878299345092]"
2,2,2,"[1.932300448116218, 98.06769955188358]"
2,2,2,"[1.9312631116953094, 98.06873688830484]"
2,2,2,"[1.9323416148815338, 98.06765838511828]"
2,2,2,"[1.9313092845272957, 98.06869071547293]"
2,2,2,"[1.9323828444452116, 98.06761715555467]"
2,2,2,"[1.9313555250604795, 98.06864447493973]"
2,2,2,"[1.9324241368200017, 98.06757586317993]"
2,2,2,"[1.9314018333101495, 98.06859816668998]"
2,2,2,"[1.932465492018685, 98.06753450798121]"
2,2,2,"[1.931448209291616, 98.06855179070863]"
2,2,2,"[1.9325069100540606, 98.06749308994587]"
2,2,2,"[1.931494653020192, 98.06850534698002]"
2,2,2,"[1.9325483909389394, 98.0674516090609]"
2,2,2,"[1.9236019526398447, 98.07639804736031]"
2,2,2,"[1.9255458253086934, 98.0744541746912]"
2,2,2,"[1.9315411645112424, 98.06845883548894]"
2,2,2,"[1.9325899346861692, 98.06741006531361]"
2,2,2,"[1.9315877437801394, 98.06841225621993]"
2,2,2,"[1.9326315413085955, 98.0673684586912]"
2,2,2,"[1.9316343908422808, 98.06836560915792]"
2,2,2,"[1.9326732108191065, 98.06732678918067]"
2,2,2,"[1.9316811057130854, 98.06831889428713]"
2,2,2,"[1.9327149432305961, 98.06728505676934]"
2,2,2,"[1.9317278884079976, 98.06827211159211]"
2,2,2,"[1.9327567385559765, 98.06724326144385]"
2,2,2,"[1.9317747389424917, 98.06822526105762]"
2,2,2,"[1.9327985968081933, 98.06720140319173]"
2,2,2,"[1.9318216573320464, 98.06817834266806]"
2,2,2,"[1.9328405180001946, 98.06715948199962]"
2,2,2,"[1.931868643592185, 98.06813135640797]"
2,2,2,"[1.9328825021449663, 98.06711749785487]"
2,2,2,"[1.931915697738444, 98.06808430226178]"
2,2,2,"[1.9329245492555016, 98.06707545074428]"
2,2,2,"[1.9319628197863783, 98.06803718021385]"
2,2,2,"[1.932966659344825, 98.06703334065503]"
2,2,2,"[1.9236353175746586, 98.07636468242552]"
2,2,2,"[1.9255751475654628, 98.07442485243442]"
2,2,2,"[1.9320100097515738, 98.0679899902486]"
2,2,2,"[1.9330088324259636, 98.06699116757395]"
2,2,2,"[1.9320572676496388, 98.06794273235059]"
2,2,2,"[1.9330510685119828, 98.06694893148781]"
2,2,2,"[1.9321045934961996, 98.06789540650385]"
2,2,2,"[1.9330933676159612, 98.06690663238385]"
2,2,2,"[1.9321519873069164, 98.06784801269316]"
2,2,2,"[1.9331357297509917, 98.06686427024886]"
2,2,2,"[1.9321994490974599, 98.06780055090272]"
2,2,2,"[1.9331781549301956, 98.06682184506964]"
2,2,2,"[1.9322469788835288, 98.06775302111657]"
2,2,2,"[1.9332206431667114, 98.06677935683321]"
2,2,2,"[1.9322945766808497, 98.0677054233193]"
2,2,2,"[1.9332631944736942, 98.0667368055262]"
2,2,2,"[1.9323422425051664, 98.06765775749493]"
2,2,2,"[1.9333058088643273, 98.06669419113544]"
2,2,2,"[1.932389976372252, 98.06761002362788]"
2,2,2,"[1.9333484863518073, 98.06665151364808]"
2,2,2,"[1.9324377782978917, 98.06756222170219]"
2,2,2,"[1.9333912269493514, 98.06660877305046]"
2,2,2,"[1.9236687476846401, 98.07633125231547]"
2,2,2,"[1.92560453053435, 98.07439546946543]"
2,2,2,"[1.9324856482979098, 98.06751435170226]"
2,2,2,"[1.933434030670203, 98.0665659693297]"
2,2,2,"[1.9325335863881405, 98.06746641361195]"
2,2,2,"[1.933476897527612, 98.06652310247232]"
2,2,2,"[1.9325815925844516, 98.06741840741567]"
2,2,2,"[1.9335198275348648, 98.06648017246492]"
2,2,2,"[1.9326296669027219, 98.06737033309747]"
2,2,2,"[1.9335628207052644, 98.06643717929452]"
2,2,2,"[1.9326778093588688, 98.06732219064122]"
2,2,2,"[1.9336058770521236, 98.06639412294777]"
2,2,2,"[1.9327260199688165, 98.0672739800313]"
2,2,2,"[1.9336489965887795, 98.06635100341114]"
2,2,2,"[1.932774298748527, 98.06722570125163]"
2,2,2,"[1.9336921793286008, 98.06630782067127]"
2,2,2,"[1.9328226457139799, 98.0671773542862]"
2,2,2,"[1.9337354252849572, 98.06626457471481]"
2,2,2,"[1.9328710608811688, 98.06712893911893]"
2,2,2,"[1.93377873447126, 98.0662212655286]"
2,2,2,"[1.9329195442661367, 98.06708045573404]"
2,2,2,"[1.9338221069009218, 98.06617789309891]"
2,2,2,"[1.9237022429807618, 98.0762977570194]"
2,2,2,"[1.9256339742243807, 98.07436602577539]"
2,2,2,"[1.932968095884916, 98.0670319041152]"
2,2,2,"[1.9338655425873865, 98.0661344574124]"
2,2,2,"[1.9330167157535936, 98.06698328424649]"
2,2,2,"[1.933909041544112, 98.06609095845573]"
2,2,2,"[1.9330654038882544, 98.06693459611195]"
2,2,2,"[1.9339526037845833, 98.06604739621535]"
2,2,2,"[1.9331141603050228, 98.06688583969509]"
2,2,2,"[1.9339962293222965, 98.06600377067758]"
2,2,2,"[1.933162985020042, 98.06683701498018]"
2,2,2,"[1.9340399181707797, 98.06596008182906]"
2,2,2,"[1.9389186085706198, 98.06108139142924]"
2,2,2,"[1.9237358034739893, 98.07626419652607]"
2,2,2,"[1.9256634786446085, 98.07433652135529]"
2,2,2,"[1.9237694291753462, 98.07623057082486]"
2,2,2,"[1.9256930438040853, 98.07430695619576]"
2,2,2,"[1.9238031200958357, 98.07619687990436]"
2,2,2,"[1.9257226697119059, 98.07427733028794]"
2,2,2,"[1.9238368762465186, 98.0761631237536]"
2,2,2,"[1.925752356377166, 98.07424764362264]"
2,2,2,"[1.9238706976384594, 98.07612930236166]"
2,2,2,"[1.9257821038089924, 98.07421789619085]"
2,2,2,"[1.9229803877433884, 98.07701961225682]"
2,2,2,"[1.925000225864724, 98.07499977413512]"
2,2,2,"[1.923904584282753, 98.07609541571746]"
2,2,2,"[1.9258119120165258, 98.07418808798334]"
2,2,2,"[1.9239385361905093, 98.07606146380971]"
2,2,2,"[1.9258417810089208, 98.07415821899096]"
2,2,2,"[1.9239725533728547, 98.07602744662728]"
2,2,2,"[1.9258717107953607, 98.07412828920448]"
2,2,2,"[1.9240066358409567, 98.0759933641591]"
2,2,2,"[1.925901701385043, 98.07409829861473]"
2,2,2,"[1.9240407836059894, 98.07595921639407]"
2,2,2,"[1.9259317527871866, 98.07406824721267]"
2,2,2,"[1.924074996679154, 98.07592500332107]"
2,2,2,"[1.9259618650110177, 98.07403813498875]"
2,2,2,"[1.9241092750716646, 98.07589072492848]"
2,2,2,"[1.9259920380658058, 98.07400796193414]"
2,2,2,"[1.9241436187947731, 98.07585638120537]"
2,2,2,"[1.926022271960809, 98.07397772803911]"
2,2,2,"[1.9241780278597398, 98.07582197214046]"
2,2,2,"[1.9260525667053296, 98.07394743329448]"
2,2,2,"[1.9242125022778525, 98.07578749772232]"
2,2,2,"[1.9260829223086784, 98.0739170776912]"
2,2,2,"[1.928696602269798, 98.07130339773008]"
2,2,2,"[1.9242470420604216, 98.07575295793964]"
2,2,2,"[1.9261133387801819, 98.0738866612196]"
2,2,2,"[1.9242816472187794, 98.07571835278135]"
2,2,2,"[1.9261438161291933, 98.07385618387062]"
2,2,2,"[1.9243163177642704, 98.07568368223582]"
2,2,2,"[1.9261743543650853, 98.07382564563471]"
2,2,2,"[1.9243510537082829, 98.07564894629192]"
2,2,2,"[1.9262049534972359, 98.07379504650254]"
2,2,2,"[1.9243858550621984, 98.0756141449379]"
2,2,2,"[1.9262356135350602, 98.07376438646472]"
2,2,2,"[1.9244207218374423, 98.0755792781626]"
2,2,2,"[1.926266334487977, 98.07373366551187]"
2,2,2,"[1.9244556540454592, 98.07554434595463]"
2,2,2,"[1.9262971163654379, 98.07370288363447]"
2,2,2,"[1.924490651697703, 98.07550934830249]"
2,2,2,"[1.9263279591769014, 98.07367204082297]"
2,2,2,"[1.9245257148056578, 98.07547428519442]"
2,2,2,"[1.9263588629318542, 98.073641137068]"
2,2,2,"[1.9245608433808363, 98.0754391566193]"
2,2,2,"[1.9263898276397957, 98.07361017235999]"
2,2,2,"[1.9287288673922038, 98.07127113260772]"
2,2,2,"[1.9245960374347608, 98.07540396256533]"
2,2,2,"[1.9264208533102485, 98.07357914668961]"
2,2,2,"[1.9246312969789845, 98.07536870302124]"
2,2,2,"[1.926451939952755, 98.07354806004713]"
2,2,2,"[1.9246666220250739, 98.07533337797507]"
2,2,2,"[1.9264830875768664, 98.07351691242302]"
2,2,2,"[1.924702012584622, 98.07529798741552]"
2,2,2,"[1.9265142961921689, 98.0734857038077]"
2,2,2,"[1.9247374686692504, 98.07526253133082]"
2,2,2,"[1.9265455658082549, 98.07345443419169]"
2,2,2,"[1.924772990290593, 98.0752270097095]"
2,2,2,"[1.9265768964347414, 98.07342310356503]"
2,2,2,"[1.9248085774603108, 98.07519142253977]"
2,2,2,"[1.926608288081269, 98.07339171191859]"
2,2,2,"[1.9248442301900839, 98.07515576981002]"
2,2,2,"[1.9266397407574876, 98.07336025924243]"
2,2,2,"[1.9248799484916126, 98.0751200515086]"
2,2,2,"[1.9266712544730762, 98.07332874552685]"
2,2,2,"[1.9249157323766273, 98.07508426762358]"
2,2,2,"[1.926702829237715, 98.07329717076215]"
2,2,2,"[1.9230769686472085, 98.07692303135298]"
2,2,2,"[1.9250849187555796, 98.07491508124433]"
2,2,2,"[1.9249515818568743, 98.0750484181433]"
2,2,2,"[1.9267344650611244, 98.07326553493877]"
2,2,2,"[1.9249874969441145, 98.07501250305597]"
2,2,2,"[1.9267661619530392, 98.07323383804683]"
2,2,2,"[1.925023477650153, 98.07497652234998]"
2,2,2,"[1.9267979199231995, 98.07320208007661]"
2,2,2,"[1.925059523986791, 98.07494047601337]"
2,2,2,"[1.9268297389813833, 98.07317026101842]"
2,2,2,"[1.925095635965868, 98.07490436403431]"
2,2,2,"[1.9268616191373762, 98.0731383808625]"
2,2,2,"[1.925131813599244, 98.07486818640086]"
2,2,2,"[1.926893560400982, 98.0731064395988]"
2,2,2,"[1.925168056898791, 98.07483194310139]"
2,2,2,"[1.926925562782033, 98.0730744372178]"
2,2,2,"[1.9252043658764193, 98.07479563412375]"
2,2,2,"[1.926957626290374, 98.07304237370943]"
2,2,2,"[1.9252407405440413, 98.07475925945613]"
2,2,2,"[1.9269897509358616, 98.07301024906394]"
2,2,2,"[1.9252771809136102, 98.0747228190866]"
2,2,2,"[1.927021936728388, 98.0729780632715]"
2,2,2,"[1.9231092922520834, 98.07689070774799]"
2,2,2,"[1.9251132708307175, 98.07488672916912]"
2,2,2,"[1.925313686997093, 98.07468631300299]"
2,2,2,"[1.927054183677856, 98.072945816322]"
2,2,2,"[1.9253502588064753, 98.07464974119368]"
2,2,2,"[1.9270864917941888, 98.07291350820574]"
2,2,2,"[1.9253868963537686, 98.07461310364636]"
2,2,2,"[1.92711886108732, 98.0728811389125]"
2,2,2,"[1.9254235996510096, 98.07457640034906]"
2,2,2,"[1.927151291567217, 98.07284870843255]"
2,2,2,"[1.9254603687102523, 98.07453963128998]"
2,2,2,"[1.927183783243859, 98.072816216756]"
2,2,2,"[1.9254972035435731, 98.07450279645663]"
2,2,2,"[1.927216336127242, 98.0727836638726]"
2,2,2,"[1.9255341041630718, 98.07446589583705]"
2,2,2,"[1.9272489502273855, 98.07275104977249]"
2,2,2,"[1.925571070580869, 98.07442892941924]"
2,2,2,"[1.9272816255543308, 98.0727183744456]"
2,2,2,"[1.925608102809111, 98.0743918971911]"
2,2,2,"[1.927314362118124, 98.07268563788168]"
2,2,2,"[1.9256452008599598, 98.07435479914012]"
2,2,2,"[1.9273471599288552, 98.07265284007103]"
2,2,2,"[1.9231416808597257, 98.07685831914037]"
2,2,2,"[1.925141683476114, 98.07485831652382]"
2,2,2,"[1.9256823647456098, 98.07431763525452]"
2,2,2,"[1.9273800189966095, 98.07261998100323]"
2,2,2,"[1.925719594478268, 98.07428040552195]"
2,2,2,"[1.9274129393315038, 98.0725870606684]"
2,2,2,"[1.9257568900701627, 98.07424310992994]"
2,2,2,"[1.927445920943668, 98.07255407905612]"
2,2,2,"[1.9257942515335527, 98.07420574846654]"
2,2,2,"[1.927478963843258, 98.07252103615652]"
2,2,2,"[1.925831678880709, 98.0741683211194]"
2,2,2,"[1.9275120680404463, 98.07248793195934]"
2,2,2,"[1.9258691721239383, 98.07413082787622]"
2,2,2,"[1.927545233545424, 98.07245476645437]"
2,2,2,"[1.9259067312755553, 98.07409326872451]"
2,2,2,"[1.9275784603683985, 98.07242153963153]"
2,2,2,"[1.9259443563479073, 98.07405564365231]"
2,2,2,"[1.9276117485196016, 98.07238825148025]"
2,2,2,"[1.9259820473533513, 98.07401795264677]"
2,2,2,"[1.9276450980092776, 98.07235490199062]"
2,2,2,"[1.9260198043042815, 98.07398019569592]"
2,2,2,"[1.9276785088476993, 98.07232149115208]"
2,2,2,"[1.92317413448075, 98.07682586551938]"
2,2,2,"[1.9251701567004886, 98.0748298432994]"
2,2,2,"[1.9260576272131065, 98.07394237278712]"
2,2,2,"[1.9277119810451544, 98.07228801895474]"
2,2,2,"[1.9260955160922504, 98.07390448390785]"
2,2,2,"[1.9277455146119458, 98.07225448538782]"
2,2,2,"[1.9261334709541793, 98.07386652904599]"
2,2,2,"[1.927779109558407, 98.07222089044146]"
2,2,2,"[1.9261714918113624, 98.07382850818885]"
2,2,2,"[1.9278127658948714, 98.07218723410506]"
2,2,2,"[1.9262095786762918, 98.07379042132382]"
2,2,2,"[1.927846483631707, 98.07215351636823]"
2,2,2,"[1.9262477315615003, 98.07375226843871]"
2,2,2,"[1.9278802627793015, 98.07211973722053]"
2,2,2,"[1.9262859504795227, 98.07371404952069]"
2,2,2,"[1.927914103348055, 98.07208589665177]"
2,2,2,"[1.9263242354429244, 98.0736757645573]"
2,2,2,"[1.9279480053483882, 98.0720519946515]"
2,2,2,"[1.9263625864642897, 98.07363741353583]"
2,2,2,"[1.9279819687907445, 98.07201803120915]"
2,2,2,"[1.926401003556229, 98.07359899644385]"
2,2,2,"[1.9280159936855894, 98.07198400631432]"
2,2,2,"[1.9232066531257896, 98.07679334687444]"
2,2,2,"[1.9251986905125853, 98.07480130948721]"
2,2,2,"[1.938967678611968, 98.06103232138801]"
2,2,2,"[1.9385049292299819, 98.06149507077023]"
2,2,2,"[1.9388313118951328, 98.06116868810474]"
2,2,2,"[1.9385608795615399, 98.06143912043854]"
2,2,2,"[1.938881598000653, 98.0611184019993]"
2,2,2,"[1.938616899999832, 98.06138310000023]"
2,2,2,"[1.938931948934992, 98.06106805106481]"
2,2,2,"[1.9386729905635085, 98.06132700943664]"
2,2,2,"[1.9389823647138367, 98.06101763528606]"
2,2,2,"[1.9387291512712457, 98.06127084872884]"
2,2,2,"[1.9390328453528878, 98.06096715464693]"
2,2,2,"[1.9387853821417425, 98.0612146178585]"
2,2,2,"[1.9390833908678788, 98.06091660913195]"
2,2,2,"[1.9388416831937252, 98.06115831680648]"
2,2,2,"[1.9391340012745562, 98.06086599872538]"
2,2,2,"[1.938898054445947, 98.06110194555416]"
2,2,2,"[1.9391846765886869, 98.06081532341109]"
2,2,2,"[1.9389544959171876, 98.06104550408293]"
2,2,2,"[1.939235416826064, 98.06076458317384]"
2,2,2,"[1.939011007626232, 98.06098899237392]"
2,2,2,"[1.9392862220024996, 98.06071377799728]"
2,2,2,"[1.933754214771945, 98.0662457852282]"
2,2,2,"[1.934569127541791, 98.06543087245808]"
2,2,2,"[1.9390675895919163, 98.06093241040824]"
2,2,2,"[1.9393370921338247, 98.06066290786606]"
2,2,2,"[1.939124241833084, 98.06087575816699]"
2,2,2,"[1.9393880272358948, 98.06061197276401]"
2,2,2,"[1.9391809643686098, 98.06081903563145]"
2,2,2,"[1.9394390273245832, 98.06056097267519]"
2,2,2,"[1.939237757217389, 98.06076224278277]"
2,2,2,"[1.9394900924157854, 98.060509907584]"
2,2,2,"[1.9392946203983472, 98.06070537960183]"
2,2,2,"[1.9395412225254225, 98.06045877747451]"
2,2,2,"[1.939351553930424, 98.06064844606978]"
2,2,2,"[1.93959241766943, 98.06040758233038]"
2,2,2,"[1.939408557832595, 98.06059144216752]"
2,2,2,"[1.9396436778637653, 98.06035632213607]"
2,2,2,"[1.9394656321238544, 98.06053436787622]"
2,2,2,"[1.9396950031244116, 98.06030499687543]"
2,2,2,"[1.939522776823222, 98.06047722317692]"
2,2,2,"[1.9397463934673662, 98.06025360653251]"
2,2,2,"[1.9395799919497443, 98.06042000805041]"
2,2,2,"[1.9397978489086554, 98.06020215109118]"
2,2,2,"[1.9338039288439224, 98.06619607115624]"
2,2,2,"[1.934613640669908, 98.06538635932999]"
2,2,2,"[1.9396372775224897, 98.06036272247766]"
2,2,2,"[1.9398493694643233, 98.06015063053552]"
2,2,2,"[1.9396946335605465, 98.06030536643956]"
2,2,2,"[1.9399009551504327, 98.06009904484938]"
2,2,2,"[1.939752060083042, 98.06024793991708]"
2,2,2,"[1.939952605983071, 98.06004739401683]"
2,2,2,"[1.939809557109109, 98.06019044289097]"
2,2,2,"[1.9400043219783454, 98.05999567802158]"
2,2,2,"[1.939867124657923, 98.06013287534216]"
2,2,2,"[1.940056103152384, 98.0599438968475]"
2,2,2,"[1.9399247627486713, 98.06007523725143]"
2,2,2,"[1.940107949521333, 98.05989205047847]"
2,2,2,"[1.9399824714005742, 98.06001752859953]"
2,2,2,"[1.9401598611013715, 98.05984013889855]"
2,2,2,"[1.9400402506328738, 98.05995974936721]"
2,2,2,"[1.9402118379086781, 98.0597881620911]"
2,2,2,"[1.9400981004648292, 98.05990189953528]"
2,2,2,"[1.9402638799594798, 98.05973612004033]"
2,2,2,"[1.940156020915739, 98.05984397908448]"
2,2,2,"[1.9403159872700035, 98.05968401272979]"
2,2,2,"[1.933853711442615, 98.06614628855752]"
2,2,2,"[1.9346582173002174, 98.06534178269972]"
2,2,2,"[1.9402140120049123, 98.05978598799521]"
2,2,2,"[1.9403681598565086, 98.05963184014337]"
2,2,2,"[1.9402720737516934, 98.05972792624843]"
2,2,2,"[1.9404203977352676, 98.05957960226458]"
2,2,2,"[1.9403302061754457, 98.05966979382472]"
2,2,2,"[1.9404727009225826, 98.0595272990773]"
2,2,2,"[1.9403884092955568, 98.0596115907045]"
2,2,2,"[1.9405250694347673, 98.05947493056507]"
2,2,2,"[1.9404466831314429, 98.05955331686873]"
2,2,2,"[1.9405775032881705, 98.05942249671162]"
2,2,2,"[1.940505027702541, 98.05949497229761]"
2,2,2,"[1.940630002499143, 98.05936999750062]"
2,2,2,"[1.9405634430283176, 98.05943655697178]"
2,2,2,"[1.9406825670840788, 98.05931743291582]"
2,2,2,"[1.940621929128262, 98.0593780708718]"
2,2,2,"[1.9407351970593776, 98.05926480294053]"
2,2,2,"[1.9406804860218845, 98.05931951397827]"
2,2,2,"[1.9407878924414623, 98.05921210755832]"
2,2,2,"[1.9407391137287204, 98.05926088627143]"
2,2,2,"[1.940840653246784, 98.05915934675306]"
2,2,2,"[1.9339035625845231, 98.06609643741558]"
2,2,2,"[1.934702857446546, 98.06529714255339]"
2,2,2,"[1.9407978122683405, 98.05920218773187]"
2,2,2,"[1.9408934794918085, 98.05910652050811]"
2,2,2,"[1.9408565816603216, 98.05914341833986]"
2,2,2,"[1.9409463711930282, 98.05905362880682]"
2,2,2,"[1.9409154219242808, 98.05908457807578]"
2,2,2,"[1.9409993283669493, 98.05900067163292]"
2,2,2,"[1.9409743330798601, 98.05902566692026]"
2,2,2,"[1.941052351030108, 98.05894764896976]"
2,2,2,"[1.941033315146714, 98.05896668485337]"
2,2,2,"[1.9411054391990583, 98.05889456080087]"
2,2,2,"[1.9410923681445365, 98.05890763185567]"
2,2,2,"[1.9411585928903703, 98.05884140710943]"
2,2,2,"[1.9411514920930326, 98.05884850790707]"
2,2,2,"[1.9412118121206436, 98.05878818787916]"
2,2,2,"[1.941210687011943, 98.05878931298818]"
2,2,2,"[1.9412650969064975, 98.05873490309342]"
2,2,2,"[1.9412699529210267, 98.05873004707905]"
2,2,2,"[1.941318447264563, 98.05868155273524]"
2,2,2,"[1.9413292898400702, 98.05867071016013]"
2,2,2,"[1.9413718632115091, 98.05862813678829]"
2,2,2,"[1.9339534822861602, 98.06604651771393]"
2,2,2,"[1.9347475611227458, 98.06525243887712]"
2,2,2,"[1.9413886977888852, 98.05861130221129]"
2,2,2,"[1.9414253447640153, 98.05857465523579]"
2,2,2,"[1.941448176787305, 98.05855182321278]"
2,2,2,"[1.9414788919387818, 98.05852110806109]"
2,2,2,"[1.9415077268551997, 98.05849227314502]"
2,2,2,"[1.941532504752538, 98.05846749524738]"
2,2,2,"[1.9415673480124422, 98.05843265198776]"
2,2,2,"[1.941586183222027, 98.05841381677786]"
2,2,2,"[1.9416270402789535, 98.05837295972123]"
2,2,2,"[1.9416399273640137, 98.05836007263585]"
2,2,2,"[1.941686803674663, 98.05831319632549]"
2,2,2,"[1.9416937371952905, 98.05830626280459]"
2,2,2,"[1.9417466382195316, 98.05825336178063]"
2,2,2,"[1.9417476127326636, 98.05825238726723]"
2,2,2,"[1.9418065439335481, 98.05819345606653]"
2,2,2,"[1.9418015539929667, 98.0581984460068]"
2,2,2,"[1.941866520836724, 98.05813347916347]"
2,2,2,"[1.9418555609930557, 98.05814443900685]"
2,2,2,"[1.9419265689490897, 98.05807343105099]"
2,2,2,"[1.9419096337498036, 98.05809036625001]"
2,2,2,"[1.9340034705640754, 98.06599652943612]"
2,2,2,"[1.9347923283426751, 98.06520767165722]"
2,2,2,"[1.9419866882907115, 98.05801331170949]"
2,2,2,"[1.9419637722801038, 98.0580362277197]"
2,2,2,"[1.9420468788816687, 98.05795312111854]"
2,2,2,"[1.9420179766008787, 98.05798202339905]"
2,2,2,"[1.9421071407420762, 98.05789285925805]"
2,2,2,"[1.9420722467290625, 98.05792775327075]"
2,2,2,"[1.9421674738920678, 98.05783252610807]"
2,2,2,"[1.942126582681618, 98.05787341731818]"
2,2,2,"[1.942227878351807, 98.05777212164836]"
2,2,2,"[1.9421809844755267, 98.05781901552433]"
2,2,2,"[1.9422883541414762, 98.0577116458586]"
2,2,2,"[1.9422354521277905, 98.05776454787205]"
2,2,2,"[1.9423489012812878, 98.05765109871892]"
2,2,2,"[1.942289985655441, 98.05771001434437]"
2,2,2,"[1.942409519791475, 98.05759048020866]"
2,2,2,"[1.9423445850755132, 98.05765541492428]"
2,2,2,"[1.9424702096923068, 98.05752979030791]"
2,2,2,"[1.9423992504050887, 98.05760074959483]"
2,2,2,"[1.9425309710040612, 98.05746902899605]"
2,2,2,"[1.9424539816612436, 98.05754601833866]"
2,2,2,"[1.93405352743483, 98.06594647256532]"
2,2,2,"[1.9348371591202274, 98.06516284087965]"
2,2,2,"[1.9425918037470493, 98.05740819625316]"
2,2,2,"[1.9425087788610993, 98.05749122113878]"
2,2,2,"[1.9426527079416065, 98.05734729205861]"
2,2,2,"[1.9425636420217838, 98.05743635797805]"
2,2,2,"[1.9427136836081011, 98.05728631639212]"
2,2,2,"[1.9426185711604513, 98.05738142883932]"
2,2,2,"[1.9427747307669172, 98.05722526923327]"
2,2,2,"[1.9426735662942827, 98.0573264337056]"
2,2,2,"[1.9428358494384619, 98.05716415056159]"
2,2,2,"[1.9427286274404714, 98.05727137255937]"
2,2,2,"[1.9428970396431753, 98.05710296035701]"
2,2,2,"[1.9427837546162352, 98.05721624538367]"
2,2,2,"[1.9429583014015184, 98.05704169859854]"
2,2,2,"[1.9428389478388182, 98.05716105216098]"
2,2,2,"[1.94301963473398, 98.0569803652661]"
2,2,2,"[1.9428942071254773, 98.0571057928743]"
2,2,2,"[1.9430810396610678, 98.05691896033905]"
2,2,2,"[1.9429495324935067, 98.05705046750634]"
2,2,2,"[1.9431425162033262, 98.05685748379679]"
2,2,2,"[1.9430049239602012, 98.05699507603958]"
2,2,2,"[1.9341036529150135, 98.06589634708506]"
2,2,2,"[1.934882053469301, 98.06511794653055]"
2,2,2,"[1.9432040643813178, 98.05679593561888]"
2,2,2,"[1.9430603815428964, 98.05693961845704]"
2,2,2,"[1.9432656842156195, 98.0567343157845]"
2,2,2,"[1.943115905258933, 98.05688409474085]"
2,2,2,"[1.943327375726861, 98.05667262427323]"
2,2,2,"[1.9431714951256884, 98.05682850487422]"
2,2,2,"[1.9433891389356643, 98.05661086106446]"
2,2,2,"[1.9432271511605534, 98.0567728488393]"
2,2,2,"[1.9434509738627044, 98.05654902613738]"
2,2,2,"[1.9432828733809369, 98.0567171266189]"
2,2,2,"[1.943512880528669, 98.05648711947154]"
2,2,2,"[1.9433386618042818, 98.05666133819557]"
2,2,2,"[1.9435748589542672, 98.05642514104582]"
2,2,2,"[1.9433945164480386, 98.05660548355178]"
2,2,2,"[1.943636909160242, 98.05636309083997]"
2,2,2,"[1.9434504373296948, 98.0565495626702]"
2,2,2,"[1.9436990311673603, 98.0563009688328]"
2,2,2,"[1.9435064244667444, 98.05649357553315]"
2,2,2,"[1.9437612249964058, 98.05623877500372]"
2,2,2,"[1.9435624778767102, 98.05643752212313]"
2,2,2,"[1.9341538470212467, 98.06584615297888]"
2,2,2,"[1.9349270114038333, 98.06507298859603]"
2,2,2,"[1.943823490668199, 98.05617650933196]"
2,2,2,"[1.9436185975771367, 98.05638140242263]"
2,2,2,"[1.9438858282035785, 98.05611417179652]"
2,2,2,"[1.9436747835855952, 98.05632521641418]"
2,2,2,"[1.9439482376234185, 98.05605176237681]"
2,2,2,"[1.9437310359196678, 98.05626896408025]"
2,2,2,"[1.9440107189485942, 98.05598928105151]"
2,2,2,"[1.9437873545969653, 98.05621264540281]"
2,2,2,"[1.9440732722000438, 98.05592672780017]"
2,2,2,"[1.9438437396351163, 98.05615626036473]"
