,avg_byte,protocol,pack_exc,byte_exc,src_port,dst_port,class
1445,42.6666666667,4,3,128,80,1545,2
1446,42.0,4,8,336,1546,80,2
1447,42.6666666667,4,3,128,80,1546,2
1448,42.0,4,8,336,1547,80,2
1449,42.6666666667,4,3,128,80,1547,2
1450,42.0,4,8,336,1548,80,2
1451,42.6666666667,4,3,128,80,1548,2
1452,42.0,4,8,336,1549,80,2
1453,42.6666666667,4,3,128,80,1549,2
1454,42.0,4,8,336,1550,80,2
1455,42.6666666667,4,3,128,80,1550,2
1456,42.0,4,8,336,1424,80,2
1457,42.6666666667,4,3,128,80,1424,2
1458,42.0,4,8,336,1551,80,2
1459,42.6666666667,4,3,128,80,1551,2
1460,42.0,4,8,336,1552,80,2
1461,42.6666666667,4,3,128,80,1552,2
1462,42.0,4,8,336,1553,80,2
1463,42.6666666667,4,3,128,80,1553,2
1464,42.0,4,8,336,1554,80,2
1465,42.6666666667,4,3,128,80,1554,2
1466,42.0,4,8,336,1555,80,2
1467,42.6666666667,4,3,128,80,1555,2
1468,42.0,4,8,336,1556,80,2
1469,42.6666666667,4,3,128,80,1556,2
1470,42.0,4,8,336,1557,80,2
1471,42.6666666667,4,3,128,80,1557,2
1472,42.0,4,8,336,1558,80,2
1473,42.6666666667,4,3,128,80,1558,2
1474,42.0,4,8,336,1559,80,2
1475,42.6666666667,4,3,128,80,1559,2
1476,42.0,4,8,336,1560,80,2
1477,42.6666666667,4,3,128,80,1560,2
1478,42.0,4,8,336,1425,80,2
1479,42.6666666667,4,3,128,80,1425,2
1480,42.0,4,8,336,1561,80,2
1481,42.6666666667,4,3,128,80,1561,2
1482,42.0,4,8,336,1562,80,2
1483,42.6666666667,4,3,128,80,1562,2
1484,42.0,4,8,336,1563,80,2
1485,42.6666666667,4,3,128,80,1563,2
1486,42.0,4,8,336,1564,80,2
1487,42.6666666667,4,3,128,80,1564,2
1488,42.0,4,8,336,1565,80,2
1489,42.6666666667,4,3,128,80,1565,2
1490,42.0,4,8,336,1566,80,2
1491,42.6666666667,4,3,128,80,1566,2
1492,42.0,4,8,336,1567,80,2
1493,42.6666666667,4,3,128,80,1567,2
1494,42.0,4,8,336,1568,80,2
1495,42.6666666667,4,3,128,80,1568,2
1496,42.0,4,8,336,1569,80,2
1497,42.6666666667,4,3,128,80,1569,2
1498,42.0,4,8,336,1570,80,2
1499,42.6666666667,4,3,128,80,1570,2
1500,42.0,4,8,336,1426,80,2
1501,42.6666666667,4,3,128,80,1426,2
1502,42.0,4,8,336,1571,80,2
1503,42.6666666667,4,3,128,80,1571,2
1504,42.0,4,8,336,1572,80,2
1505,42.6666666667,4,3,128,80,1572,2
1506,42.0,4,8,336,1573,80,2
1507,42.6666666667,4,3,128,80,1573,2
1508,42.0,4,8,336,1574,80,2
1509,42.6666666667,4,3,128,80,1574,2
1510,42.0,4,8,336,1575,80,2
1511,42.6666666667,4,3,128,80,1575,2
1512,42.0,4,8,336,1576,80,2
1513,42.6666666667,4,3,128,80,1576,2
1514,42.0,4,8,336,1577,80,2
1515,42.6666666667,4,3,128,80,1577,2
1516,42.0,4,8,336,1578,80,2
1517,42.6666666667,4,3,128,80,1578,2
1518,42.0,4,8,336,1579,80,2
1519,42.6666666667,4,3,128,80,1579,2
1520,42.0,4,8,336,1580,80,2
1521,42.6666666667,4,3,128,80,1580,2
1522,42.0,4,8,336,1427,80,2
1523,42.6666666667,4,3,128,80,1427,2
1524,42.0,4,8,336,1581,80,2
1525,42.6666666667,4,3,128,80,1581,2
1526,42.0,4,8,336,1582,80,2
1527,42.6666666667,4,3,128,80,1582,2
1528,42.0,4,8,336,1583,80,2
1529,42.6666666667,4,3,128,80,1583,2
1530,42.0,4,8,336,1584,80,2
1531,42.6666666667,4,3,128,80,1584,2
1532,42.0,4,8,336,1585,80,2
1533,42.6666666667,4,3,128,80,1585,2
1534,42.0,4,8,336,1586,80,2
1535,42.6666666667,4,3,128,80,1586,2
1536,42.0,4,8,336,1587,80,2
1537,42.6666666667,4,3,128,80,1587,2
1538,42.0,4,8,336,1588,80,2
1539,42.6666666667,4,3,128,80,1588,2
1540,42.0,4,8,336,1589,80,2
1541,42.6666666667,4,3,128,80,1589,2
1542,42.0,4,8,336,1590,80,2
1543,42.6666666667,4,3,128,80,1590,2
1544,42.0,4,8,336,1428,80,2
1545,42.6666666667,4,3,128,80,1428,2
1546,42.0,4,8,336,1591,80,2
1547,42.6666666667,4,3,128,80,1591,2
1548,42.0,4,8,336,1592,80,2
1549,42.6666666667,4,3,128,80,1592,2
1550,42.0,4,8,336,1593,80,2
1551,42.6666666667,4,3,128,80,1593,2
1552,42.0,4,8,336,1594,80,2
1553,42.6666666667,4,3,128,80,1594,2
1554,42.0,4,8,336,1595,80,2
1555,42.6666666667,4,3,128,80,1595,2
1556,42.0,4,8,336,1596,80,2
1557,42.6666666667,4,3,128,80,1596,2
1558,42.0,4,8,336,1597,80,2
1559,42.6666666667,4,3,128,80,1597,2
1560,42.0,4,8,336,1598,80,2
1561,42.6666666667,4,3,128,80,1598,2
1562,42.0,4,8,336,1599,80,2
1563,42.6666666667,4,3,128,80,1599,2
1564,42.0,4,8,336,1600,80,2
1565,42.6666666667,4,3,128,80,1600,2
1566,42.0,4,8,336,1429,80,2
1567,42.6666666667,4,3,128,80,1429,2
1568,42.0,4,8,336,1601,80,2
1569,42.6666666667,4,3,128,80,1601,2
1570,42.0,4,8,336,1602,80,2
1571,42.6666666667,4,3,128,80,1602,2
1572,42.0,4,8,336,1603,80,2
1573,42.6666666667,4,3,128,80,1603,2
1574,42.0,4,8,336,1604,80,2
1575,42.6666666667,4,3,128,80,1604,2
1576,42.0,4,8,336,1605,80,2
1577,42.6666666667,4,3,128,80,1605,2
1578,42.0,4,8,336,1606,80,2
1579,42.6666666667,4,3,128,80,1606,2
1580,42.0,4,8,336,1607,80,2
1581,42.6666666667,4,3,128,80,1607,2
1582,42.0,4,8,336,1608,80,2
1583,42.6666666667,4,3,128,80,1608,2
1584,42.0,4,8,336,1609,80,2
1585,42.6666666667,4,3,128,80,1609,2
1586,42.0,4,8,336,1610,80,2
1587,42.6666666667,4,3,128,80,1610,2
1588,42.0,4,8,336,1430,80,2
1589,42.6666666667,4,3,128,80,1430,2
1590,48.0,4,6,288,1412,80,2
1591,42.0,4,8,336,1611,80,2
1592,42.6666666667,4,3,128,80,1611,2
1593,42.0,4,8,336,1612,80,2
1594,42.6666666667,4,3,128,80,1612,2
1595,42.0,4,8,336,1613,80,2
1596,42.6666666667,4,3,128,80,1613,2
1597,42.0,4,8,336,1614,80,2
1598,42.6666666667,4,3,128,80,1614,2
1599,42.0,4,8,336,1615,80,2
1600,42.6666666667,4,3,128,80,1615,2
1601,42.0,4,8,336,1616,80,2
1602,42.6666666667,4,3,128,80,1616,2
1603,42.0,4,8,336,1617,80,2
1604,42.6666666667,4,3,128,80,1617,2
1605,42.0,4,8,336,1618,80,2
1606,42.6666666667,4,3,128,80,1618,2
1607,42.0,4,8,336,1619,80,2
1608,42.6666666667,4,3,128,80,1619,2
1609,42.0,4,8,336,1620,80,2
1610,42.6666666667,4,3,128,80,1620,2
1611,42.0,4,8,336,1431,80,2
1612,42.6666666667,4,3,128,80,1431,2
1613,42.0,4,8,336,1621,80,2
1614,42.6666666667,4,3,128,80,1621,2
1615,42.0,4,8,336,1622,80,2
1616,42.6666666667,4,3,128,80,1622,2
1617,42.0,4,8,336,1623,80,2
1618,42.6666666667,4,3,128,80,1623,2
1619,42.0,4,8,336,1624,80,2
1620,42.6666666667,4,3,128,80,1624,2
1621,42.0,4,8,336,1625,80,2
1622,42.6666666667,4,3,128,80,1625,2
1623,42.0,4,8,336,1626,80,2
1624,42.6666666667,4,3,128,80,1626,2
1625,42.0,4,8,336,1627,80,2
1626,42.6666666667,4,3,128,80,1627,2
1627,42.0,4,8,336,1628,80,2
1628,42.6666666667,4,3,128,80,1628,2
1629,42.0,4,8,336,1629,80,2
1630,42.6666666667,4,3,128,80,1629,2
1631,42.0,4,8,336,1630,80,2
1632,42.6666666667,4,3,128,80,1630,2
1633,42.0,4,8,336,1432,80,2
1634,42.6666666667,4,3,128,80,1432,2
1635,42.0,4,8,336,1631,80,2
1636,42.6666666667,4,3,128,80,1631,2
1637,42.0,4,8,336,1632,80,2
1638,42.6666666667,4,3,128,80,1632,2
1639,42.0,4,8,336,1633,80,2
1640,42.6666666667,4,3,128,80,1633,2
1641,42.0,4,8,336,1634,80,2
1642,42.6666666667,4,3,128,80,1634,2
1643,42.0,4,8,336,1635,80,2
1644,42.6666666667,4,3,128,80,1635,2
1645,42.0,4,8,336,1636,80,2
1646,42.6666666667,4,3,128,80,1636,2
1647,42.0,4,8,336,1637,80,2
1648,42.6666666667,4,3,128,80,1637,2
1649,42.0,4,8,336,1638,80,2
1650,42.6666666667,4,3,128,80,1638,2
1651,42.0,4,8,336,1639,80,2
1652,42.6666666667,4,3,128,80,1639,2
1653,42.0,4,8,336,1640,80,2
1654,42.6666666667,4,3,128,80,1640,2
1655,42.0,4,8,336,1433,80,2
1656,42.6666666667,4,3,128,80,1433,2
1657,42.0,4,8,336,1641,80,2
1658,42.6666666667,4,3,128,80,1641,2
1659,42.0,4,8,336,1642,80,2
1660,42.6666666667,4,3,128,80,1642,2
1661,42.0,4,8,336,1643,80,2
1662,42.6666666667,4,3,128,80,1643,2
1663,42.0,4,8,336,1644,80,2
1664,42.6666666667,4,3,128,80,1644,2
1665,42.0,4,8,336,1645,80,2
1666,42.6666666667,4,3,128,80,1645,2
1667,42.0,4,8,336,1646,80,2
1668,42.6666666667,4,3,128,80,1646,2
1669,42.0,4,8,336,1647,80,2
1670,42.6666666667,4,3,128,80,1647,2
1671,42.0,4,8,336,1648,80,2
1672,42.6666666667,4,3,128,80,1648,2
1673,42.0,4,8,336,1649,80,2
1674,42.6666666667,4,3,128,80,1649,2
1675,42.0,4,8,336,1650,80,2
1676,42.6666666667,4,3,128,80,1650,2
1677,42.0,4,8,336,1434,80,2
1678,42.6666666667,4,3,128,80,1434,2
1679,42.0,4,8,336,1651,80,2
1680,42.6666666667,4,3,128,80,1651,2
1681,42.0,4,8,336,1652,80,2
1682,42.6666666667,4,3,128,80,1652,2
1683,42.0,4,8,336,1653,80,2
1684,42.6666666667,4,3,128,80,1653,2
1685,42.0,4,8,336,1654,80,2
1686,42.6666666667,4,3,128,80,1654,2
1687,42.0,4,8,336,1655,80,2
1688,42.6666666667,4,3,128,80,1655,2
1689,42.0,4,8,336,1656,80,2
1690,42.6666666667,4,3,128,80,1656,2
1691,42.0,4,8,336,1657,80,2
1692,42.6666666667,4,3,128,80,1657,2
1693,42.0,4,8,336,1658,80,2
1694,42.6666666667,4,3,128,80,1658,2
1695,42.0,4,8,336,1659,80,2
1696,42.6666666667,4,3,128,80,1659,2
1697,42.0,4,8,336,1660,80,2
1698,42.6666666667,4,3,128,80,1660,2
1699,42.0,4,8,336,1435,80,2
1700,42.6666666667,4,3,128,80,1435,2
1701,42.0,4,8,336,1661,80,2
1702,42.6666666667,4,3,128,80,1661,2
1703,42.0,4,8,336,1662,80,2
1704,42.6666666667,4,3,128,80,1662,2
1705,42.0,4,8,336,1663,80,2
1706,42.6666666667,4,3,128,80,1663,2
1707,42.0,4,8,336,1664,80,2
1708,42.6666666667,4,3,128,80,1664,2
1709,42.0,4,8,336,1665,80,2
1710,42.6666666667,4,3,128,80,1665,2
1711,48.0,4,6,288,1666,80,2
1712,42.0,4,8,336,1436,80,2
1713,42.6666666667,4,3,128,80,1436,2
1714,42.0,4,8,336,1437,80,2
1715,42.6666666667,4,3,128,80,1437,2
1716,42.0,4,8,336,1438,80,2
1717,42.6666666667,4,3,128,80,1438,2
1718,42.0,4,8,336,1439,80,2
1719,42.6666666667,4,3,128,80,1439,2
1720,42.0,4,8,336,1440,80,2
1721,42.6666666667,4,3,128,80,1440,2
1722,48.0,4,6,288,1413,80,2
1723,42.0,4,8,336,1441,80,2
1724,42.6666666667,4,3,128,80,1441,2
1725,42.0,4,8,336,1442,80,2
1726,42.6666666667,4,3,128,80,1442,2
1727,42.0,4,8,336,1443,80,2
1728,42.6666666667,4,3,128,80,1443,2
1729,42.0,4,8,336,1444,80,2
1730,42.6666666667,4,3,128,80,1444,2
1731,42.0,4,8,336,1445,80,2
1732,42.6666666667,4,3,128,80,1445,2
1733,42.0,4,8,336,1446,80,2
1734,42.6666666667,4,3,128,80,1446,2
1735,42.0,4,8,336,1447,80,2
1736,42.6666666667,4,3,128,80,1447,2
1737,42.0,4,8,336,1448,80,2
1738,42.6666666667,4,3,128,80,1448,2
1739,42.0,4,8,336,1449,80,2
1740,42.6666666667,4,3,128,80,1449,2
1741,42.0,4,8,336,1450,80,2
1742,42.6666666667,4,3,128,80,1450,2
1743,48.0,4,6,288,1414,80,2
1744,42.0,4,8,336,1451,80,2
1745,42.6666666667,4,3,128,80,1451,2
1746,42.0,4,8,336,1452,80,2
1747,42.6666666667,4,3,128,80,1452,2
1748,42.0,4,8,336,1453,80,2
1749,42.6666666667,4,3,128,80,1453,2
1750,42.0,4,8,336,1454,80,2
1751,42.6666666667,4,3,128,80,1454,2
1752,42.0,4,8,336,1455,80,2
1753,42.6666666667,4,3,128,80,1455,2
1754,42.0,4,8,336,1456,80,2
1755,42.6666666667,4,3,128,80,1456,2
1756,42.0,4,8,336,1457,80,2
1757,42.6666666667,4,3,128,80,1457,2
1758,42.0,4,8,336,1458,80,2
1759,42.6666666667,4,3,128,80,1458,2
1760,42.0,4,8,336,1459,80,2
1761,42.6666666667,4,3,128,80,1459,2
1762,42.0,4,8,336,1460,80,2
1763,42.6666666667,4,3,128,80,1460,2
1764,48.0,4,6,288,1415,80,2
1765,42.0,4,8,336,1461,80,2
1766,42.6666666667,4,3,128,80,1461,2
1767,42.0,4,8,336,1462,80,2
1768,42.6666666667,4,3,128,80,1462,2
1769,42.0,4,8,336,1463,80,2
1770,42.6666666667,4,3,128,80,1463,2
1771,42.0,4,8,336,1464,80,2
1772,42.6666666667,4,3,128,80,1464,2
1773,42.0,4,8,336,1465,80,2
1774,42.6666666667,4,3,128,80,1465,2
1775,42.0,4,8,336,1466,80,2
1776,42.6666666667,4,3,128,80,1466,2
1777,42.0,4,8,336,1467,80,2
1778,42.6666666667,4,3,128,80,1467,2
1779,42.0,4,8,336,1468,80,2
1780,42.6666666667,4,3,128,80,1468,2
1781,42.0,4,8,336,1469,80,2
1782,42.6666666667,4,3,128,80,1469,2
1783,42.0,4,8,336,1470,80,2
1784,42.6666666667,4,3,128,80,1470,2
1785,42.0,4,8,336,1416,80,2
1786,42.6666666667,4,3,128,80,1416,2
1787,42.0,4,8,336,1471,80,2
1788,42.6666666667,4,3,128,80,1471,2
1789,42.0,4,8,336,1472,80,2
1790,42.6666666667,4,3,128,80,1472,2
1791,42.0,4,8,336,1473,80,2
1792,42.6666666667,4,3,128,80,1473,2
1793,42.0,4,8,336,1474,80,2
1794,42.6666666667,4,3,128,80,1474,2
1795,42.0,4,8,336,1475,80,2
1796,42.6666666667,4,3,128,80,1475,2
1797,42.0,4,8,336,1476,80,2
1798,42.6666666667,4,3,128,80,1476,2
1799,42.0,4,8,336,1477,80,2
1800,42.6666666667,4,3,128,80,1477,2
1801,42.0,4,8,336,1478,80,2
1802,42.6666666667,4,3,128,80,1478,2
1803,42.0,4,8,336,1479,80,2
1804,42.6666666667,4,3,128,80,1479,2
1805,42.0,4,8,336,1480,80,2
1806,42.6666666667,4,3,128,80,1480,2
1807,42.0,4,8,336,1417,80,2
1808,42.6666666667,4,3,128,80,1417,2
1809,42.0,4,8,336,1481,80,2
1810,42.6666666667,4,3,128,80,1481,2
1811,42.0,4,8,336,1482,80,2
1812,42.6666666667,4,3,128,80,1482,2
1813,42.0,4,8,336,1483,80,2
1814,42.6666666667,4,3,128,80,1483,2
1815,42.0,4,8,336,1484,80,2
1816,42.6666666667,4,3,128,80,1484,2
1817,42.0,4,8,336,1485,80,2
1818,42.6666666667,4,3,128,80,1485,2
1819,42.0,4,8,336,1486,80,2
1820,42.6666666667,4,3,128,80,1486,2
1821,42.0,4,8,336,1487,80,2
1822,42.6666666667,4,3,128,80,1487,2
1823,42.0,4,8,336,1488,80,2
1824,42.6666666667,4,3,128,80,1488,2
1825,42.0,4,8,336,1489,80,2
1826,42.6666666667,4,3,128,80,1489,2
1827,42.0,4,8,336,1490,80,2
1828,42.6666666667,4,3,128,80,1490,2
1829,42.0,4,8,336,1418,80,2
1830,42.6666666667,4,3,128,80,1418,2
1831,42.0,4,8,336,1491,80,2
1832,42.6666666667,4,3,128,80,1491,2
1833,42.0,4,8,336,1492,80,2
1834,42.6666666667,4,3,128,80,1492,2
1835,42.0,4,8,336,1493,80,2
1836,42.6666666667,4,3,128,80,1493,2
1837,42.0,4,8,336,1494,80,2
1838,42.6666666667,4,3,128,80,1494,2
1839,42.0,4,8,336,1495,80,2
1840,42.6666666667,4,3,128,80,1495,2
1841,42.0,4,8,336,1496,80,2
1842,42.6666666667,4,3,128,80,1496,2
1843,42.0,4,8,336,1497,80,2
1844,42.6666666667,4,3,128,80,1497,2
1845,42.0,4,8,336,1498,80,2
1846,42.6666666667,4,3,128,80,1498,2
1847,42.0,4,8,336,1499,80,2
1848,42.6666666667,4,3,128,80,1499,2
1849,42.0,4,8,336,1500,80,2
1850,42.6666666667,4,3,128,80,1500,2
1851,42.0,4,8,336,1419,80,2
1852,42.6666666667,4,3,128,80,1419,2
1853,42.0,4,8,336,1501,80,2
1854,42.6666666667,4,3,128,80,1501,2
1855,42.0,4,8,336,1502,80,2
1856,42.6666666667,4,3,128,80,1502,2
1857,42.0,4,8,336,1503,80,2
1858,42.6666666667,4,3,128,80,1503,2
1859,42.0,4,8,336,1504,80,2
1860,42.6666666667,4,3,128,80,1504,2
1861,42.0,4,8,336,1505,80,2
1862,42.6666666667,4,3,128,80,1505,2
1863,42.0,4,8,336,1506,80,2
1864,42.6666666667,4,3,128,80,1506,2
1865,42.0,4,8,336,1507,80,2
1866,42.6666666667,4,3,128,80,1507,2
1867,42.0,4,8,336,1508,80,2
1868,42.6666666667,4,3,128,80,1508,2
1869,42.0,4,8,336,1509,80,2
1870,42.6666666667,4,3,128,80,1509,2
1871,42.0,4,8,336,1510,80,2
1872,42.6666666667,4,3,128,80,1510,2
1873,42.0,4,8,336,1420,80,2
1874,42.6666666667,4,3,128,80,1420,2
1875,48.0,4,6,288,1667,80,2
1876,42.0,4,8,336,1767,80,2
1877,42.6666666667,4,3,128,80,1767,2
1878,42.0,4,8,336,1768,80,2
1879,42.6666666667,4,3,128,80,1768,2
1880,42.0,4,8,336,1769,80,2
1881,42.6666666667,4,3,128,80,1769,2
1882,42.0,4,8,336,1770,80,2
1883,42.6666666667,4,3,128,80,1770,2
1884,42.0,4,8,336,1771,80,2
1885,42.6666666667,4,3,128,80,1771,2
1886,42.0,4,8,336,1772,80,2
1887,42.6666666667,4,3,128,80,1772,2
1888,42.0,4,8,336,1773,80,2
1889,42.6666666667,4,3,128,80,1773,2
1890,42.0,4,8,336,1774,80,2
1891,42.6666666667,4,3,128,80,1774,2
1892,42.0,4,8,336,1775,80,2
1893,42.6666666667,4,3,128,80,1775,2
1894,42.0,4,8,336,1776,80,2
1895,42.6666666667,4,3,128,80,1776,2
1896,42.0,4,8,336,1677,80,2
1897,42.6666666667,4,3,128,80,1677,2
1898,42.0,4,8,336,1777,80,2
1899,42.6666666667,4,3,128,80,1777,2
1900,42.0,4,8,336,1778,80,2
1901,42.6666666667,4,3,128,80,1778,2
1902,42.0,4,8,336,1779,80,2
1903,42.6666666667,4,3,128,80,1779,2
1904,42.0,4,8,336,1780,80,2
1905,42.6666666667,4,3,128,80,1780,2
1906,42.0,4,8,336,1781,80,2
1907,42.6666666667,4,3,128,80,1781,2
1908,42.0,4,8,336,1782,80,2
1909,42.6666666667,4,3,128,80,1782,2
1910,42.0,4,8,336,1783,80,2
1911,42.6666666667,4,3,128,80,1783,2
1912,42.0,4,8,336,1784,80,2
1913,42.6666666667,4,3,128,80,1784,2
1914,42.0,4,8,336,1785,80,2
1915,42.6666666667,4,3,128,80,1785,2
1916,42.0,4,8,336,1786,80,2
1917,42.6666666667,4,3,128,80,1786,2
1918,42.0,4,8,336,1678,80,2
1919,42.6666666667,4,3,128,80,1678,2
1920,42.0,4,8,336,1787,80,2
1921,42.6666666667,4,3,128,80,1787,2
1922,42.0,4,8,336,1788,80,2
1923,42.6666666667,4,3,128,80,1788,2
1924,42.0,4,8,336,1789,80,2
1925,42.6666666667,4,3,128,80,1789,2
1926,42.0,4,8,336,1790,80,2
1927,42.6666666667,4,3,128,80,1790,2
1928,42.0,4,8,336,1791,80,2
1929,42.6666666667,4,3,128,80,1791,2
1930,42.0,4,8,336,1792,80,2
1931,42.6666666667,4,3,128,80,1792,2
1932,42.0,4,8,336,1793,80,2
1933,42.6666666667,4,3,128,80,1793,2
1934,42.0,4,8,336,1794,80,2
1935,42.6666666667,4,3,128,80,1794,2
1936,42.0,4,8,336,1795,80,2
1937,42.6666666667,4,3,128,80,1795,2
1938,42.0,4,8,336,1796,80,2
1939,42.6666666667,4,3,128,80,1796,2
1940,42.0,4,8,336,1679,80,2
1941,42.6666666667,4,3,128,80,1679,2
1942,42.0,4,8,336,1797,80,2
1943,42.6666666667,4,3,128,80,1797,2
1944,42.0,4,8,336,1798,80,2
1945,42.6666666667,4,3,128,80,1798,2
1946,42.0,4,8,336,1799,80,2
1947,42.6666666667,4,3,128,80,1799,2
1948,42.0,4,8,336,1800,80,2
1949,42.6666666667,4,3,128,80,1800,2
1950,42.0,4,8,336,1801,80,2
1951,42.6666666667,4,3,128,80,1801,2
1952,42.0,4,8,336,1802,80,2
1953,42.6666666667,4,3,128,80,1802,2
1954,42.0,4,8,336,1803,80,2
1955,42.6666666667,4,3,128,80,1803,2
1956,42.0,4,8,336,1804,80,2
1957,42.6666666667,4,3,128,80,1804,2
1958,42.0,4,8,336,1805,80,2
1959,42.6666666667,4,3,128,80,1805,2
1960,42.0,4,8,336,1806,80,2
1961,42.6666666667,4,3,128,80,1806,2
1962,42.0,4,8,336,1680,80,2
1963,42.6666666667,4,3,128,80,1680,2
1964,42.0,4,8,336,1807,80,2
1965,42.6666666667,4,3,128,80,1807,2
1966,42.0,4,8,336,1808,80,2
1967,42.6666666667,4,3,128,80,1808,2
1968,42.0,4,8,336,1809,80,2
1969,42.6666666667,4,3,128,80,1809,2
1970,42.0,4,8,336,1810,80,2
1971,42.6666666667,4,3,128,80,1810,2
1972,42.0,4,8,336,1811,80,2
1973,42.6666666667,4,3,128,80,1811,2
1974,42.0,4,8,336,1812,80,2
1975,42.6666666667,4,3,128,80,1812,2
1976,42.0,4,8,336,1813,80,2
1977,42.6666666667,4,3,128,80,1813,2
1978,42.0,4,8,336,1814,80,2
1979,42.6666666667,4,3,128,80,1814,2
1980,42.0,4,8,336,1815,80,2
1981,42.6666666667,4,3,128,80,1815,2
1982,42.0,4,8,336,1816,80,2
1983,42.6666666667,4,3,128,80,1816,2
1984,42.0,4,8,336,1681,80,2
1985,42.6666666667,4,3,128,80,1681,2
1986,42.0,4,8,336,1817,80,2
1987,42.6666666667,4,3,128,80,1817,2
1988,42.0,4,8,336,1818,80,2
1989,42.6666666667,4,3,128,80,1818,2
1990,42.0,4,8,336,1819,80,2
1991,42.6666666667,4,3,128,80,1819,2
1992,42.0,4,8,336,1820,80,2
1993,42.6666666667,4,3,128,80,1820,2
1994,42.0,4,8,336,1821,80,2
1995,42.6666666667,4,3,128,80,1821,2
1996,42.0,4,8,336,1822,80,2
1997,42.6666666667,4,3,128,80,1822,2
1998,42.0,4,8,336,1823,80,2
1999,42.6666666667,4,3,128,80,1823,2
2000,42.0,4,8,336,1824,80,2
2001,42.6666666667,4,3,128,80,1824,2
2002,42.0,4,8,336,1825,80,2
2003,42.6666666667,4,3,128,80,1825,2
2004,42.0,4,8,336,1826,80,2
2005,42.6666666667,4,3,128,80,1826,2
2006,42.0,4,8,336,1682,80,2
2007,42.6666666667,4,3,128,80,1682,2
2008,42.0,4,8,336,1827,80,2
2009,42.6666666667,4,3,128,80,1827,2
2010,42.0,4,8,336,1828,80,2
2011,42.6666666667,4,3,128,80,1828,2
2012,42.0,4,8,336,1829,80,2
2013,42.6666666667,4,3,128,80,1829,2
2014,42.0,4,8,336,1830,80,2
2015,42.6666666667,4,3,128,80,1830,2
2016,42.0,4,8,336,1831,80,2
2017,42.6666666667,4,3,128,80,1831,2
2018,42.0,4,8,336,1832,80,2
2019,42.6666666667,4,3,128,80,1832,2
2020,42.0,4,8,336,1833,80,2
2021,42.6666666667,4,3,128,80,1833,2
2022,42.0,4,8,336,1834,80,2
2023,42.6666666667,4,3,128,80,1834,2
2024,42.0,4,8,336,1835,80,2
2025,42.6666666667,4,3,128,80,1835,2
2026,42.0,4,8,336,1836,80,2
2027,42.6666666667,4,3,128,80,1836,2
2028,42.0,4,8,336,1683,80,2
2029,42.6666666667,4,3,128,80,1683,2
2030,42.0,4,8,336,1837,80,2
2031,42.6666666667,4,3,128,80,1837,2
2032,42.0,4,8,336,1838,80,2
2033,42.6666666667,4,3,128,80,1838,2
2034,42.0,4,8,336,1839,80,2
2035,42.6666666667,4,3,128,80,1839,2
2036,42.0,4,8,336,1840,80,2
2037,42.6666666667,4,3,128,80,1840,2
2038,42.0,4,8,336,1841,80,2
2039,42.6666666667,4,3,128,80,1841,2
2040,42.0,4,8,336,1842,80,2
2041,42.6666666667,4,3,128,80,1842,2
2042,42.0,4,8,336,1843,80,2
2043,42.6666666667,4,3,128,80,1843,2
2044,42.0,4,8,336,1844,80,2
2045,42.6666666667,4,3,128,80,1844,2
2046,42.0,4,8,336,1845,80,2
2047,42.6666666667,4,3,128,80,1845,2
2048,42.0,4,8,336,1846,80,2
2049,42.6666666667,4,3,128,80,1846,2
2050,42.0,4,8,336,1684,80,2
2051,42.6666666667,4,3,128,80,1684,2
2052,42.0,4,8,336,1847,80,2
2053,42.6666666667,4,3,128,80,1847,2
2054,42.0,4,8,336,1848,80,2
2055,42.6666666667,4,3,128,80,1848,2
2056,42.0,4,8,336,1849,80,2
2057,42.6666666667,4,3,128,80,1849,2
2058,42.0,4,8,336,1850,80,2
2059,42.6666666667,4,3,128,80,1850,2
2060,42.0,4,8,336,1851,80,2
2061,42.6666666667,4,3,128,80,1851,2
2062,42.0,4,8,336,1852,80,2
2063,42.6666666667,4,3,128,80,1852,2
2064,42.0,4,8,336,1853,80,2
2065,42.6666666667,4,3,128,80,1853,2
2066,42.0,4,8,336,1854,80,2
2067,42.6666666667,4,3,128,80,1854,2
2068,42.0,4,8,336,1855,80,2
2069,42.6666666667,4,3,128,80,1855,2
2070,42.0,4,8,336,1856,80,2
2071,42.6666666667,4,3,128,80,1856,2
2072,42.0,4,8,336,1685,80,2
2073,42.6666666667,4,3,128,80,1685,2
2074,42.0,4,8,336,1857,80,2
2075,42.6666666667,4,3,128,80,1857,2
2076,42.0,4,8,336,1858,80,2
2077,42.6666666667,4,3,128,80,1858,2
2078,42.0,4,8,336,1859,80,2
2079,42.6666666667,4,3,128,80,1859,2
2080,42.0,4,8,336,1860,80,2
2081,42.6666666667,4,3,128,80,1860,2
2082,42.0,4,8,336,1861,80,2
2083,42.6666666667,4,3,128,80,1861,2
2084,42.0,4,8,336,1862,80,2
2085,42.6666666667,4,3,128,80,1862,2
2086,42.0,4,8,336,1863,80,2
2087,42.6666666667,4,3,128,80,1863,2
2088,42.0,4,8,336,1864,80,2
2089,42.6666666667,4,3,128,80,1864,2
2090,42.0,4,8,336,1865,80,2
2091,42.6666666667,4,3,128,80,1865,2
2092,42.0,4,8,336,1866,80,2
2093,42.6666666667,4,3,128,80,1866,2
2094,42.0,4,8,336,1686,80,2
